,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
918,Law,LLB Law - four year Single Major Law programme,MH501,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
919,Law,Law (options),MH502,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
920,Information and Communication Technologies (ICTs),Computer Science through Arts (options),MH601,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
921,Information and Communication Technologies (ICTs),Computer Science through Science (options),MH602,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
922,Information and Communication Technologies (ICTs),Computational Thinking,MH603,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
923,Education,Early Childhood - Teaching and Learning (part-time),MH801,,,,,,,,8,Maynooth University,,,,,,,,,,,,MH
924,Welfare,"Community and Youth Work (part-time, in service)",MH802,,,,,,,,8,Maynooth University,#,avp,,,,,,,,,,MH
925,Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH803,,,,,,,,8,Maynooth University,#,avp,,,,,,,,,,MH
926,Arts,Contemporary & Applied Theatre Studies,MI001,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
927,Arts,Arts,MI002,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
928,Education,Education - Primary Teaching - International,MI004,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
929,Education,Education - Primary Teaching,MI005,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
930,Education,Education - Primary Teaching - Gaeltacht Applicants,MI006,,,,,,,,8,Mary Immaculate College,#,,,,,,,,,,,MI
931,Education,Early Childhood Care and Education,MI007,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
932,Education,Education and Psychology - Primary Teaching,MI008,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
933,Education,"Education, Business Studies and Accounting",MI009,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
934,Education,"Education, Business Studies and Religious Studies",MI010,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
935,Education,"Education, Gaeilge and Religious Studies",MI011,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
936,Education,"Education, Gaeilge and Business Studies",MI012,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
937,Education,"Education, Mathematics and Gaeilge",MI013,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
938,Education,"Education, Mathematics and Business Studies",MI014,,,,,,,,8,Mary Immaculate College,,,,,,,,,,,,MI
939,Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,MU001,,,,,,,,8,"Pontifical University, St Patrick's College",,avp,,,,,,,,,,MU
940,Interdisciplinary programmes and qualifications involving arts and humanities,Theology,MU002,,,,,,,,8,"Pontifical University, St Patrick's College",,avp,,,,,,,,,,MU
941,Information and Communication Technologies (ICTs),Computing (Degree Award options),NC003,,,,,,,,8,National College of Ireland (NCI),,,,,,,,,,,,NC
942,Business and administration,Human Resource Management,NC005,,,,,,,,8,National College of Ireland (NCI),,,,,,,,,,,,NC
943,Business and administration,Business,NC009,,,,,,,,8,National College of Ireland (NCI),,,,,,,,,,,,NC
944,Social and behavioural sciences,Psychology,NC010,,,,,,,,8,National College of Ireland (NCI),,,,,,,,,,,,NC
945,Business and administration,Marketing Practice,NC020,,,,,,,,8,National College of Ireland (NCI),,,,,,,,,,,,NC
946,Business and administration,Accounting and Finance,NC022,,,,,,,,8,National College of Ireland (NCI),,,,,,,,,,,,NC
947,Information and Communication Technologies (ICTs),Technology Management (with specialisations),NC023,,,,,,,,8,National College of Ireland (NCI),,,,,,,,,,,,NC
948,Information and Communication Technologies (ICTs),Computing,NC102,,,,,,,,6,National College of Ireland (NCI),,,,,,,,,,,,NC
949,Business and administration,Business,NC103,,,,,,,,6,National College of Ireland (NCI),,,,,,,,,,,,NC
950,Information and Communication Technologies (ICTs),Business Computing,NC104,,,,,,,,6,National College of Ireland (NCI),,,,,,,,,,,,NC
951,Education,Montessori Education,NM701,,,,,,,,7,St Nicholas Montessori College Ireland,,,,,,,,,,,,NM
952,Education,Montessori Education,NM801,,,,,,,,8,St Nicholas Montessori College Ireland,,,,,,,,,,,,NM
953,Humanities (except languages),Arts and Humanities,PC402,,,,,,,,7,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
954,Welfare,Applied Social Studies - Professional Social Care,PC404,,,,,,,,7,"Carlow College, St. Patrick`s",,,,,,,,,,,,PC
955,Social and behavioural sciences,"Social, Political and Community Studies",PC405,,,,,,,,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
956,Humanities (except languages),Arts and Humanities (fulfils Teaching Council requirements),PC410,,,,,,,,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
957,Humanities (except languages),English and History (fulfils Teaching Council requirements),PC411,,,,,,,,8,"Carlow College, St. Patrick`s",,avp,,,,,,,,,,PC
958,Health,Medicine - Undergraduate Entry (HPAT required),RC001,,,,,,,,8,RCSI University of Medicine & Health Sciences,#,,,,,,,,,,,RC
959,Health,Physiotherapy,RC004,,,,,,,,8,RCSI University of Medicine & Health Sciences,,,,,,,,,,,,RC
960,Health,Pharmacy,RC005,,,,,,*,,8,RCSI University of Medicine & Health Sciences,,,,,,,,,,,,RC
961,Health,Medicine - Graduate Entry (GAMSAT required),RC101,,,,,,,,8,RCSI University of Medicine & Health Sciences,#,,,,,,,,,,,RC
962,Business and administration,Business,SG101,,,,,,,,6,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
963,Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),SG102,,,,,,,,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
964,Information and Communication Technologies (ICTs),Computing - Games Development,SG131,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
965,Personal services,Applied Sport with Business,SG134,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
966,Personal services,Business in Tourism with Event Management,SG135,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
967,Information and Communication Technologies (ICTs),Computing - Software Development,SG136,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
968,Information and Communication Technologies (ICTs),Computing (Computer Networks and Cloud Infrastructure),SG137,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
969,Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),SG138,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
970,Business and administration,Business,SG141,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
971,Business and administration,Business in International Marketing and Languages (French),SG142,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
972,Business and administration,Business in International Marketing and Languages (Spanish),SG144,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
973,Business and administration,Accounting,SG146,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
974,Personal services,Sport with Business,SG147,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
975,Personal services,Tourism with Event Management,SG148,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
976,Arts,Fine Art,SG231,,,,,,,,7,"Institute of Technology, Sligo",#,avp,,,,,,,,,,SG
977,Arts,Creative Design,SG232,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
978,Arts,Performing Arts (Theatre Design),SG235,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
979,Arts,Performing Arts (Acting),SG236,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
980,Arts,Performing Arts,SG241,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
981,Welfare,Early Childhood Care and Education,SG242,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
982,Welfare,Social Care Practice,SG243,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
983,Arts,Fine Art,SG244,,,,,,,,8,"Institute of Technology, Sligo",#,,,,,,,,,,,SG
984,Arts,Creative Design,SG245,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
985,Information and Communication Technologies (ICTs),Computing,SG246,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
986,Social and behavioural sciences,English and Psychology,SG247,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
987,Social and behavioural sciences,Sociology and Politics,SG248,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
988,Languages,Writing and Literature,SG249,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
989,Information and Communication Technologies (ICTs),Application Design and User Experience,SG250,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
990,Information and Communication Technologies (ICTs),Computing (Smart Technologies),SG251,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
991,Information and Communication Technologies (ICTs),Software Development,SG252,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
992,Information and Communication Technologies (ICTs),Computer Networks and Cloud Infrastructure,SG253,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
993,Languages,Writing and Literature Online,SG254,,,,,,,,8,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
994,Engineering and engineering trades,Engineering (General Entry),SG300,,,,,,,,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
995,Architecture and construction,Construction Economics,SG302,,,,,,,,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
996,Architecture and construction,Applied Construction Technology,SG308,,,,,,,,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
997,Engineering and engineering trades,Engineering (General Entry),SG330,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
998,Architecture and construction,Interior Architecture and Design,SG331,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
999,Architecture and construction,Advanced Wood and Sustainable Building Technology,SG332,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1000,Engineering and engineering trades,Mechanical Engineering,SG333,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1001,Engineering and engineering trades,Mechatronic Engineering,SG334,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1002,Engineering and engineering trades,Precision Engineering and Design,SG336,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1003,Architecture and construction,Civil Engineering,SG338,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1004,Architecture and construction,Quantity Surveying,SG339,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1005,Architecture and construction,Civil Engineering,SG342,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1006,Architecture and construction,Quantity Surveying,SG343,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1007,Architecture and construction,Construction Project Management and Applied Technology,SG346,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1008,Architecture and construction,Architecture,SG347,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1009,Architecture and construction,Interior Architecture and Design,SG348,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1010,Biological and related sciences,Science,SG401,,,,,,,,6,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
1011,Environment,Environmental Science with Ecology (Level 6),SG404,,,,,,,,6,"Institute of Technology, Sligo",,avp,v,,,,,,,,,SG
1012,Health,Health and Exercise Science,SG406,,,,,,,,6,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1013,Physical sciences,Pharmaceutical Science with Drug Development,SG431,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1014,Hygiene and occupational health services,Occupational Safety and Health,SG433,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1015,Health,Human Nutrition,SG434,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1016,Health,Health Science and Physiology,SG435,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1017,Health,Biomedical Science,SG436,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1018,Biological and related sciences,Forensic Investigation and Analysis,SG437,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1019,Environment,Environmental Science with Ecology (Level 7),SG439,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1020,Hygiene and occupational health services,Occupational Safety and Health,SG442,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1021,Health,Human Nutrition,SG443,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1022,Biological and related sciences,Science Undenominated,SG444,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1023,Physical sciences,Pharmaceutical Science with Drug Development,SG445,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1024,Health,Health Science and Physical Activity,SG447,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1025,Biological and related sciences,Forensic Investigation and Analysis,SG448,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1026,Health,Medical Biotechnology,SG449,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1027,Environment,Environmental Science with Ecology (Level 8),SG450,,,,,,,,8,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1028,Health,Health and Medical Information Science (Online),SG530,,,,,,,,7,"Institute of Technology, Sligo",,avp,,,,,,,,,,SG
1029,Business and administration,Business Administration,SG535,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1030,Business and administration,Business,SG536,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1031,Business and administration,Marketing and Sales,SG537,,,,,,,,7,"Institute of Technology, Sligo",,,,,,,,,,,,SG
1032,Personal services,Culinary Arts,TL620,,,,,,,,6,"Institute of Technology, Tralee",,avp,,,,,,,,,,TL
1033,Environment,Science (Biological and Environmental Studies),TL651,,,,,,,,6,"Institute of Technology, Tralee",,avp,v,,,,,,,,,TL
1034,Health,Pharmacy Technician,TL652,,,,,,,,6,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1035,Arts,"Animation, Visual Effects and Motion Design (Level 7)",TL701,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1036,Arts,"TV, Radio and New Media (Level 7)",TL702,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1037,Information and Communication Technologies (ICTs),Computing with Software Development,TL710,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1038,Information and Communication Technologies (ICTs),Computing with Games Development,TL711,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1039,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL715,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1040,Information and Communication Technologies (ICTs),Computer Systems and Networking,TL716,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1041,Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),TL731,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1042,Agriculture,Agricultural Mechanisation,TL743,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1043,Agriculture,Agricultural Engineering,TL744,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1044,Architecture and construction,Civil and Environmental Engineering,TL745,,,,,,,,7,"Institute of Technology, Tralee",,avp,,,,,,,,,,TL
1045,Engineering and engineering trades,Engineering in Mechanical and Manufacturing Engineering,TL747,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1046,Biological and related sciences,Agricultural Science,TL748,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1047,Health,Pharmaceutical Science (Degree Award options),TL755,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1048,Veterinary,Animal Bioscience,TL758,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1049,Personal services,Health and Leisure (Degree Award Options),TL771,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1050,Personal services,Health and Leisure with Massage,TL772,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1051,Personal services,Coaching and Sports Performance,TL773,,,,,,,,7,"Institute of Technology, Tralee",,avp,,,,,,,,,,TL
1052,Welfare,Early Childhood Care and Education,TL780,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1053,Welfare,Social Care,TL781,,,,,,,,7,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1054,Arts,"Animation, Visual Effects and Motion Design (Level 8)",TL801,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1055,Arts,"TV, Radio and New Media (Level 8)",TL802,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1056,Information and Communication Technologies (ICTs),Computing with Software Development,TL810,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1057,Information and Communication Technologies (ICTs),Computing with Games Development,TL811,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1058,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL815,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1059,Personal services,Event Management (3 year programme),TL823,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1060,Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL831,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1061,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,TL844,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1062,Architecture and construction,Civil Engineering,TL845,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1063,Manufacturing and processing,Manufacturing Engineering,TL847,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1064,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,TL848,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1065,Environment,Wildlife Biology (Degree Award options),TL851,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1066,Health,Pharmaceutical Science (Degree Award options),TL855,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1067,Veterinary,Veterinary Bioscience,TL858,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1068,Personal services,Health and Leisure (Degree Award options),TL871,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1069,Personal services,Health and Leisure with Massage,TL872,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1070,Personal services,Coaching and Sports Performance,TL873,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1071,Welfare,Early Childhood Care and Education,TL880,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1072,Welfare,Social Care,TL881,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1073,Welfare,Counselling with Addiction - Mature applicants only,TL889,,,,,,,,8,"Institute of Technology, Tralee",#,,,,,,,,,,,TL
1074,Health,General Nursing and Mature Applicants,TL890,,*,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1075,Health,Mental Health Nursing and Mature Applicants,TL891,,,,,,,,8,"Institute of Technology, Tralee",,,,,,,,,,,,TL
1076,Arts,Music,TR002,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1077,Humanities (except languages),History,TR003,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1078,Law,Law,TR004,,,,*,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1079,Humanities (except languages),Philosophy,TR005,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1080,Social and behavioural sciences,Psychology,TR006,,,,*,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1081,Health,Clinical Speech and Language Studies,TR007,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1082,Education,Music Education,TR009,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1083,Humanities (except languages),History and Political Science,TR012,,,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1084,Social and behavioural sciences,"Philosophy, Political Science, Economics and Sociology",TR015,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1085,Languages,Deaf Studies,TR016,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1086,Law,Law and Business,TR017,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1087,Law,Law and French,TR018,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1088,Law,Law and German,TR019,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1089,Law,Law and Political Science,TR020,,,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1090,Humanities (except languages),"Classics, Ancient History and Archaeology",TR021,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1091,Languages,Early and Modern Irish,TR022,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1092,Languages,English Studies,TR023,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1093,Humanities (except languages),European Studies,TR024,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1094,Arts,Drama and Theatre Studies,TR025,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1095,Humanities (except languages),Ancient and Medieval History and Culture,TR028,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1096,Social and behavioural sciences,Political Science and Geography,TR029,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1097,Mathematics and statistics,Mathematics,TR031,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1098,Engineering and engineering trades,Engineering,TR032,,,,*,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1099,Information and Communication Technologies (ICTs),Computer Science,TR033,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1100,Business and administration,Management Science and Information Systems Studies,TR034,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1101,Physical sciences,Theoretical Physics,TR035,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1102,Engineering and engineering trades,Engineering with Management,TR038,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1103,Information and Communication Technologies (ICTs),Computer Science and Language,TR039,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1104,Languages,Middle Eastern and European Languages and Cultures,TR040,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1105,Humanities (except languages),Religion,TR041,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1106,Arts,Film,TR042,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1107,Humanities (except languages),History of Art and Architecture,TR043,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1108,Health,Medicine (HPAT required),TR051,,*,,*,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1109,Health,Dental Science,TR052,,*,,*,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1110,Health,Physiotherapy,TR053,,*,,*,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1111,Health,Occupational Therapy,TR054,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1112,Health,Radiation Therapy,TR055,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1113,Health,Human Health and Disease,TR056,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1114,Biological and related sciences,Biological and Biomedical Sciences,TR060,,*,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1115,Physical sciences,Chemical Sciences,TR061,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1116,Physical sciences,Geography and Geoscience,TR062,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1117,Physical sciences,Physical Sciences,TR063,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1118,Health,Pharmacy,TR072,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1119,Business and administration,Global Business,TR080,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1120,Social and behavioural sciences,"Business, Economic and Social Studies (BESS)",TR081,,*,,*,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1121,Business and administration,Computer Science and Business,TR082,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1122,Social and behavioural sciences,Sociology and Social Policy,TR083,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1123,Welfare,Social Studies (Social Work),TR084,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1124,Business and administration,Business Studies and French,TR085,,,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1125,Business and administration,Business Studies and German,TR086,,,,*,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1126,Business and administration,Business Studies and Russian,TR087,,,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1127,Business and administration,Business Studies and Polish,TR089,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1128,Business and administration,Business Studies and Spanish,TR090,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
1129,Health,General Nursing (Meath and St James`s),TR091,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1130,Health,General Nursing (Adelaide School of Nursing),TR093,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1131,Health,Mental Health Nursing,TR095,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1132,Health,Intellectual Disability Nursing,TR097,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1133,Arts,Ancient History and Archaeology/Geography,TR111,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1134,Arts,Ancient History and Archaeology/History,TR112,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1135,Arts,Ancient History and Archaeology/History of Art and Architecture,TR113,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1136,Arts,Ancient History and Archaeology/Modern Language,TR114,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1137,Arts,Ancient History and Archaeology/Religion,TR117,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1138,Arts,Classical Civilisation/English Literature,TR166,,*,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1139,Arts,Classical Civilisation/History of Art and Architecture,TR173,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1140,Arts,Classical Civilisation/Modern Language,TR177,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1141,Arts,Classical Civilisation/Philosophy,TR179,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1142,Arts,Economics/Geography,TR198,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1143,Arts,Economics/History,TR202,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1144,Arts,Economics/Mathematics,TR207,,*,,,,*,,8,Trinity College Dublin,,,,,,,,,,,,TR
