,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
1115,Physical sciences,Chemical Sciences,TR061,517.0,,510.0,,510.0,,532.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1116,Physical sciences,Geography and Geoscience,TR062,473.0,,,,473.0,,499.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1117,Physical sciences,Physical Sciences,TR063,498.0,*,498.0,,477.0,*,531.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1118,Health,Pharmacy,TR072,590.0,,,,590.0,,613.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1119,Business and administration,Global Business,TR080,589.0,*,,,589.0,*,601.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1120,Social and behavioural sciences,"Business, Economic and Social Studies (BESS)",TR081,543.0,*,543.0,*,543.0,*,565.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1121,Business and administration,Computer Science and Business,TR082,555.0,,,,555.0,,578.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1122,Social and behavioural sciences,Sociology and Social Policy,TR083,498.0,,487.0,,478.0,,513.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1123,Welfare,Social Studies (Social Work),TR084,462.0,*,,,462.0,*,495.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1124,Business and administration,Business Studies and French,TR085,540.0,,531.0,,521.0,*,543.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1125,Business and administration,Business Studies and German,TR086,509.0,,499.0,*,499.0,,518.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1126,Business and administration,Business Studies and Russian,TR087,474.0,,465.0,,456.0,*,488.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1127,Business and administration,Business Studies and Polish,TR089,444.0,,424.0,,424.0,,468.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1128,Business and administration,Business Studies and Spanish,TR090,531.0,*,,,531.0,*,542.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1129,Health,General Nursing (Meath and St James`s),TR091,429.0,,,,429.0,,455.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1130,Health,General Nursing (Adelaide School of Nursing),TR093,430.0,,429.0,,414.0,,441.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1131,Health,Mental Health Nursing,TR095,408.0,,,,408.0,,430.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1132,Health,Intellectual Disability Nursing,TR097,396.0,,,,378.0,,398.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1133,Arts,Ancient History and Archaeology/Geography,TR111,352.0,,,,352.0,,429.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1134,Arts,Ancient History and Archaeology/History,TR112,529.0,,,,529.0,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1135,Arts,Ancient History and Archaeology/History of Art and Architecture,TR113,337.0,,,,337.0,,477.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1136,Arts,Ancient History and Archaeology/Modern Language,TR114,337.0,,,,337.0,,420.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1137,Arts,Ancient History and Archaeology/Religion,TR117,342.0,,,,342.0,,368.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1138,Arts,Classical Civilisation/English Literature,TR166,498.0,*,496.0,,496.0,,523.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1139,Arts,Classical Civilisation/History of Art and Architecture,TR173,335.0,,,,335.0,,466.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1140,Arts,Classical Civilisation/Modern Language,TR177,335.0,,,,335.0,,536.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1141,Arts,Classical Civilisation/Philosophy,TR179,499.0,,,,479.0,,518.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1142,Arts,Economics/Geography,TR198,534.0,,,,534.0,,552.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1143,Arts,Economics/History,TR202,534.0,,,,534.0,,566.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1144,Arts,Economics/Mathematics,TR207,566.0,*,,,566.0,*,601.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1145,Arts,Economics/Modern Language,TR208,534.0,,,,534.0,,578.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1146,Arts,Economics/Philosophy,TR209,534.0,,,,534.0,,576.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1147,Arts,Economics/Sociology,TR212,534.0,,,,534.0,,541.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1148,Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/English Literature,TR228,498.0,*,,,498.0,*,533.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1149,Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/History of Art and Architecture,TR231,349.0,,,,349.0,,444.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1150,Interdisciplinary programmes and qualifications involving arts and humanities,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",TR233,349.0,,,,349.0,,566.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1151,Arts,Classical Languages/Modern Language,TR239,349.0,,,,349.0,,349.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1152,Arts,English Literature/History,TR262,529.0,,,,529.0,,552.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1153,Arts,English Literature/History of Art and Architecture,TR263,498.0,*,497.0,,497.0,,533.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1154,Arts,English Literature/Philosophy,TR269,499.0,,,,495.0,,532.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1155,Arts,English Literature/Sociology,TR272,498.0,*,,,498.0,*,519.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1156,Arts,English Literature/Drama Studies,TR276,498.0,,,,476.0,,530.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1157,Arts,English Literature/Modern Language,TR277,498.0,*,495.0,,489.0,*,543.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1158,Arts,Film/Drama Studies,TR311,521.0,*,,,521.0,*,557.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1159,Arts,Film/English Literature,TR312,521.0,*,,,521.0,*,541.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1160,Arts,Film/Music,TR320,521.0,*,,,521.0,*,555.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1161,Arts,Geography/History,TR322,529.0,,,,529.0,,555.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1162,Arts,Drama Studies/Modern Language,TR323,473.0,,,,473.0,,551.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1163,Arts,Film/Modern Language,TR324,521.0,*,,,521.0,*,544.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1164,Arts,Film/History,TR325,529.0,,,,529.0,,625.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1165,Arts,Geography/Modern Language,TR326,352.0,,,,352.0,,440.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1166,Arts,Geography/Sociology,TR332,498.0,*,496.0,,496.0,,520.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1167,Arts,History/History of Art and Architecture,TR443,529.0,,,,529.0,,532.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1168,Arts,History/Modern Language,TR447,529.0,,,,529.0,,554.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1169,Arts,History/Philosophy,TR449,529.0,,,,529.0,,543.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1170,Arts,History/Sociology,TR452,529.0,,,,529.0,,534.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1171,Arts,History/Religion,TR454,529.0,,,,529.0,,534.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1172,Arts,History of Art and Architecture/Modern Language,TR455,334.0,,,,334.0,,454.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1173,Arts,History of Art and Architecture/Philosophy,TR479,499.0,,,,485.0,,555.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1174,Arts,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",TR547,337.0,,,,337.0,,473.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1175,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",TR548,335.0,,,,335.0,,543.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1176,Arts,"Middle Eastern,Jewish and Islamic Civilisations/History",TR554,529.0,,,,529.0,,555.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1177,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",TR563,335.0,,,,335.0,,451.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1178,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Music",TR564,,,,,,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1179,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Religion",TR565,342.0,,,,342.0,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1180,Arts,Mathematics/Modern Language,TR597,566.0,*,,,566.0,*,625.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1181,Arts,Mathematics/Music,TR598,566.0,*,,,566.0,*,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1182,Arts,Mathematics/Philosophy,TR599,566.0,*,,,566.0,*,589.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1183,Arts,Music/Philosophy,TR629,499.0,,,,499.0,,,8,Trinity College Dublin,#,,,,,,,,,,,TR
1184,Arts,Music/Drama Studies,TR635,473.0,,,,473.0,,487.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1185,Arts,Music/Modern Language,TR636,388.0,,,,388.0,,455.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1186,Arts,Music/Religion,TR638,388.0,,,,388.0,,440.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1187,Arts,Philosophy/Modern Language,TR639,499.0,,,,499.0,,613.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1188,Arts,Philosophy/Sociology,TR662,499.0,,,,499.0,,531.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1189,Arts,Religion/Classical Civilisation,TR663,342.0,,,,342.0,,591.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1190,Arts,Religion/English Literature,TR664,498.0,*,,,498.0,*,565.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1191,Arts,Religion/History of Art and Architecture,TR665,342.0,,,,342.0,,452.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1192,Arts,Religion/Modern Language,TR666,,,,,,,,8,Trinity College Dublin,,,,,,,,,,,,TR
1193,Arts,French/Modern Language,TR667,403.0,,,,403.0,,478.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1194,Arts,German/Modern Language,TR668,389.0,,,,389.0,,465.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1195,Arts,Irish/Modern Language,TR669,368.0,,,,368.0,,473.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1196,Arts,Italian/Modern Language,TR670,381.0,,,,381.0,,466.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1197,Arts,Russian/Modern Language,TR671,332.0,,,,332.0,,494.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1198,Arts,Spanish/Modern Language,TR672,336.0,,,,336.0,,488.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1199,Arts,Sociology/Drama Studies,TR755,498.0,,,,498.0,,543.0,8,Trinity College Dublin,#,,,,,,,,,,,TR
1200,Arts,Sociology/Modern Language,TR756,498.0,,495.0,,495.0,,510.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1201,Health,Dental Nursing,TR801,436.0,,419.0,,367.0,,455.0,7,Trinity College Dublin,,,,,,,,,,,,TR
1202,Health,Dental Hygiene,TR802,543.0,,511.0,,498.0,,532.0,7,Trinity College Dublin,#,,,,,,,,,,,TR
1203,Health,Dental Technology,TR803,531.0,,486.0,,359.0,,456.0,7,Trinity College Dublin,#,,,,,,,,,,,TR
1204,Health,Children`s and General Nursing (Integrated),TR911,511.0,,510.0,,499.0,*,521.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1205,Health,Midwifery,TR913,478.0,,477.0,*,473.0,*,508.0,8,Trinity College Dublin,,,,,,,,,,,,TR
1206,Engineering and engineering trades,Electronic Engineering,TU601,232.0,,,,230.0,,326.0,6,Technological University Dublin,,avp,,,,,,,,,,TU
1207,Engineering and engineering trades,Computer Engineering,TU602,223.0,,,,223.0,,330.0,6,Technological University Dublin,,,,,,,,,,,,TU
1208,Engineering and engineering trades,Mechanical Engineering,TU603,197.0,,197.0,,197.0,,299.0,6,Technological University Dublin,,avp,,,,,,,,,,TU
1209,Personal services,Bar and Restaurant Management,TU641,223.0,,,,223.0,,356.0,6,Technological University Dublin,,,,,,,,,,,,TU
1210,Personal services,Culinary Arts,TU642,153.0,,,,153.0,,244.0,6,Technological University Dublin,,avp,,,,,,,,,,TU
1211,Personal services,Culinary Arts (Professional Cookery Practice),TU643,236.0,,,,236.0,,383.0,6,Technological University Dublin,,,,,,,,,,,,TU
1212,Personal services,Food Management and Entrepreneurship,TU644,223.0,,,,223.0,,456.0,6,Technological University Dublin,,,,,,,,,,,,TU
1213,Manufacturing and processing,Food Science and Management,TU645,241.0,,,,243.0,,390.0,6,Technological University Dublin,,,,,,,,,,,,TU
1214,Biological and related sciences,Applied Biology,TU651,205.0,,196.0,,196.0,,359.0,6,Technological University Dublin,,avp,,,,,,,,,,TU
1215,Information and Communication Technologies (ICTs),Computing,TU652,194.0,,,,194.0,,265.0,6,Technological University Dublin,,,,,,,,,,,,TU
1216,Information and Communication Technologies (ICTs),Computing (Information Technology),TU653,245.0,,,,245.0,,357.0,6,Technological University Dublin,,,,,,,,,,,,TU
1217,Health,Pharmacy Technician Studies,TU654,321.0,,,,321.0,,420.0,6,Technological University Dublin,,,,,,,,,,,,TU
1218,Information and Communication Technologies (ICTs),Computing (Networking Technologies) Learn and Work,TU655,410.0,,335.0,,335.0,,459.0,6,Technological University Dublin,#,avp,,,,,,,,,,TU
1219,Business and administration,Business,TU671,226.0,,,,228.0,,403.0,6,Technological University Dublin,,,,,,,,,,,,TU
1220,Business and administration,Business (Common entry),TU672,180.0,,179.0,,179.0,,274.0,6,Technological University Dublin,,avp,,,,,,,,,,TU
1221,Business and administration,Business Management,TU673,300.0,,,,300.0,,451.0,6,Technological University Dublin,,,,,,,,,,,,TU
1222,Business and administration,Business Studies,TU674,300.0,,,,306.0,,451.0,6,Technological University Dublin,,,,,,,,,,,,TU
1223,Business and administration,Marketing,TU675,301.0,,,,301.0,,412.0,6,Technological University Dublin,,,,,,,,,,,,TU
1224,Business and administration,Retail Management and Marketing,TU676,290.0,,,,290.0,,377.0,6,Technological University Dublin,,,,,,,,,,,,TU
1225,Engineering and engineering trades,Automation Engineering,TU701,260.0,,,,261.0,,368.0,7,Technological University Dublin,,,,,,,,,,,,TU
1226,Engineering and engineering trades,Biomedical Design,TU702,232.0,,232.0,,232.0,,351.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1227,Engineering and engineering trades,Building Engineering,TU703,260.0,,,,260.0,,359.0,7,Technological University Dublin,,,,,,,,,,,,TU
1228,Architecture and construction,Civil Engineering,TU704,262.0,,,,262.0,,361.0,7,Technological University Dublin,,,,,,,,,,,,TU
1229,Engineering and engineering trades,Electrical and Control Engineering,TU705,243.0,,,,243.0,,339.0,7,Technological University Dublin,,,,,,,,,,,,TU
1230,Engineering and engineering trades,Electrical Services Engineering,TU706,244.0,,,,244.0,,307.0,7,Technological University Dublin,,,,,,,,,,,,TU
1231,Engineering and engineering trades,Electronic Engineering,TU707,224.0,,224.0,,224.0,,361.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1232,Engineering and engineering trades,Engineering (Common Entry with Award options),TU708,225.0,,,,225.0,,360.0,7,Technological University Dublin,,,,,,,,,,,,TU
1233,Engineering and engineering trades,Engineering (General Entry),TU709,370.0,,,,370.0,,487.0,7,Technological University Dublin,,,,,,,,,,,,TU
1234,Engineering and engineering trades,Engineering Reliability Management,TU710,244.0,,,,244.0,,305.0,7,Technological University Dublin,,,,,,,,,,,,TU
1235,Engineering and engineering trades,Mechatronic Engineering,TU711,223.0,,,,223.0,,372.0,7,Technological University Dublin,,,,,,,,,,,,TU
1236,Engineering and engineering trades,Sustainable Energy and Environmental Engineering,TU712,180.0,,180.0,,180.0,,332.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1237,Engineering and engineering trades,Computer Engineering,TU713,221.0,,,,221.0,,322.0,7,Technological University Dublin,,,,,,,,,,,,TU
1238,Engineering and engineering trades,Electronics and Communications Engineering,TU714,264.0,,,,264.0,,392.0,7,Technological University Dublin,,,,,,,,,,,,TU
1239,Engineering and engineering trades,Engineering Software,TU715,181.0,,181.0,,181.0,,391.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1240,Engineering and engineering trades,Networking Technology,TU716,241.0,,,,241.0,,386.0,7,Technological University Dublin,,,,,,,,,,,,TU
1241,Engineering and engineering trades,Mechanical Engineering,TU717,300.0,,,,300.0,,367.0,7,Technological University Dublin,,,,,,,,,,,,TU
1242,Engineering and engineering trades,Mechanical Engineering,TU718,198.0,,198.0,,198.0,,338.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1243,Manufacturing and processing,"Design,Technology and Innovation",TU719,228.0,,,,228.0,,363.0,7,Technological University Dublin,,,,,,,,,,,,TU
1244,Engineering and engineering trades,Automotive Management and Technology,TU720,232.0,,,,232.0,,338.0,7,Technological University Dublin,,,,,,,,,,,,TU
1245,Engineering and engineering trades,Aviation Technology,TU721,350.0,,,,352.0,,434.0,7,Technological University Dublin,,,,,,,,,,,,TU
1246,Manufacturing and processing,Process Instrumentation and Automation Learn and Work,TU722,292.0,,292.0,,401.0,,499.0,7,Technological University Dublin,#,avp,v,,,,,,,,,TU
1247,Business and administration,"Auctioneering, Valuation and Estate Agency",TU731,290.0,,,,290.0,,372.0,7,Technological University Dublin,,,,,,,,,,,,TU
1248,Manufacturing and processing,Timber Product Technology,TU732,253.0,,198.0,,198.0,,372.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1249,Personal services,Sports Management and Coaching,TU735,270.0,,,,270.0,,347.0,7,Technological University Dublin,,,,,,,,,,,,TU
1250,Biological and related sciences,Sports Science and Health,TU736,410.0,,391.0,,391.0,,455.0,7,Technological University Dublin,,,,,,,,,,,,TU
1251,Personal services,Baking and Pastry Arts Management,TU741,234.0,,,,238.0,,412.0,7,Technological University Dublin,,,,,,,,,,,,TU
1252,Personal services,Culinary Arts,TU742,155.0,,155.0,,155.0,,319.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1253,Personal services,Hospitality Management,TU745,245.0,,,,245.0,,357.0,7,Technological University Dublin,,,,,,,,,,,,TU
1254,Personal services,International Hospitality and Tourism Management,TU746,170.0,,170.0,,170.0,,313.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1255,Personal services,Tourism Management,TU747,242.0,,,,242.0,,369.0,7,Technological University Dublin,,,,,,,,,,,,TU
1256,Biological and related sciences,Biosciences,TU751,407.0,,,,407.0,,509.0,7,Technological University Dublin,,,,,,,,,,,,TU
1257,Biological and related sciences,DNA and Forensic Analysis,TU752,390.0,,,,390.0,,465.0,7,Technological University Dublin,,,,,,,,,,,,TU
1258,Physical sciences,Industrial and Environmental Physics,TU754,270.0,,,,270.0,,487.0,7,Technological University Dublin,,,,,,,,,,,,TU
1259,Physical sciences,Science (General Entry),TU755,361.0,,,,361.0,,498.0,7,Technological University Dublin,,,,,,,,,,,,TU
1260,Information and Communication Technologies (ICTs),Computing,TU756,200.0,,195.0,,195.0,,357.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1261,Information and Communication Technologies (ICTs),Computing (Information Technology),TU757,225.0,,,,225.0,,352.0,7,Technological University Dublin,,,,,,,,,,,,TU
1262,Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,TU758,220.0,,,,220.0,,337.0,7,Technological University Dublin,,,,,,,,,,,,TU
1263,Information and Communication Technologies (ICTs),Information Technology Management,TU759,211.0,,,,211.0,,330.0,7,Technological University Dublin,,,,,,,,,,,,TU
1264,Biological and related sciences,Bioanalysis,TU760,204.0,,204.0,,204.0,,327.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1265,Health,Ophthalmic Dispensing,TU761,302.0,,,,319.0,,434.0,7,Technological University Dublin,,,,,,,,,,,,TU
1266,Physical sciences,Medicinal Chemistry and Pharmaceutical Sciences,TU762,364.0,,,,364.0,,510.0,7,Technological University Dublin,,,,,,,,,,,,TU
1267,Biological and related sciences,Pharmaceutical Science,TU763,382.0,,349.0,,349.0,,429.0,7,Technological University Dublin,,,,,,,,,,,,TU
1268,Business and administration,Business,TU771,224.0,,,,224.0,,392.0,7,Technological University Dublin,,,,,,,,,,,,TU
1269,Business and administration,Business (Common Entry with Award options),TU772,,,227.0,,,,317.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1270,Business and administration,Management,TU774,195.0,,209.0,,195.0,,327.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1271,Business and administration,Accounting and Finance,TU775,260.0,,,,260.0,,465.0,7,Technological University Dublin,,,,,,,,,,,,TU
1272,Business and administration,Accounting and Finance,TU776,182.0,,175.0,,175.0,,337.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1273,Business and administration,Business and Information Technology,TU777,244.0,,,,244.0,,352.0,7,Technological University Dublin,,,,,,,,,,,,TU
1274,Business and administration,International Business,TU778,224.0,,,,226.0,,423.0,7,Technological University Dublin,,,,,,,,,,,,TU
1275,Business and administration,International Business,TU779,180.0,,180.0,,180.0,,368.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1276,Business and administration,Advertising and Marketing Communications,TU780,179.0,,179.0,,179.0,,366.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1277,Business and administration,Digital Marketing,TU781,220.0,,,,220.0,,326.0,7,Technological University Dublin,,,,,,,,,,,,TU
1278,Business and administration,Digital Marketing,TU782,179.0,,179.0,,179.0,,287.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1279,Business and administration,Marketing,TU783,189.0,,189.0,,189.0,,360.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1280,Welfare,Applied Social Studies in Social Care,TU791,320.0,,,,320.0,,378.0,7,Technological University Dublin,,,,,,,,,,,,TU
1281,Social and behavioural sciences,Community and Youth Development,TU792,101.0,,250.0,,101.0,,288.0,7,Technological University Dublin,,avp,,,,,,,,,,TU
1282,Welfare,Early Childhood Care and Education,TU793,220.0,,,,220.0,,386.0,7,Technological University Dublin,,,,,,,,,,,,TU
1283,Welfare,Early Childhood Care and Education,TU794,390.0,,250.0,,230.0,,376.0,7,Technological University Dublin,,,,,,,,,,,,TU
1284,Arts,Visual Merchandising and Display,TU795,481.0,,,,481.0,,763.0,7,Technological University Dublin,#,,,,,,,,,,,TU
1285,Arts,Creative Digital Media,TU796,225.0,,,,225.0,,383.0,7,Technological University Dublin,,,,,,,,,,,,TU
1286,Engineering and engineering trades,Biomedical Design,TU801,235.0,,,,235.0,,381.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1287,Engineering and engineering trades,Electrical Services and Energy Management,TU802,317.0,,300.0,,300.0,,352.0,8,Technological University Dublin,,,,,,,,,,,,TU
1288,Engineering and engineering trades,Electronic Engineering,TU803,243.0,,243.0,,243.0,,337.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1289,Engineering and engineering trades,Engineering (Common Entry with Award options),TU804,271.0,,,,271.0,,338.0,8,Technological University Dublin,,,,,,,,,,,,TU
1290,Engineering and engineering trades,Engineering (General Entry),TU805,402.0,,,,402.0,,466.0,8,Technological University Dublin,,,,,,,,,,,,TU
1291,Engineering and engineering trades,Sustainable Energy Engineering,TU806,262.0,,,,262.0,,318.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1292,Engineering and engineering trades,Computer Engineering in Mobile Systems,TU807,276.0,,,,276.0,,305.0,8,Technological University Dublin,,,,,,,,,,,,TU
1293,Engineering and engineering trades,Engineering Software,TU808,260.0,,260.0,,260.0,,339.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1294,Engineering and engineering trades,Mechanical Engineering,TU809,235.0,,,,235.0,,347.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1295,Engineering and engineering trades,Mechatronic Engineering,TU810,270.0,,,,271.0,,312.0,8,Technological University Dublin,,,,,,,,,,,,TU
1296,Arts,Product Design,TU811,411.0,,,,411.0,,444.0,8,Technological University Dublin,,,,,,,,,,,,TU
1297,Manufacturing and processing,"Design,Technology and Innovation",TU812,270.0,,,,270.0,,350.0,8,Technological University Dublin,,,,,,,,,,,,TU
1298,Engineering and engineering trades,Automation Engineering,TU813,218.0,,218.0,,218.0,,339.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1299,Transport services,Transport Operations and Technology,TU814,285.0,,251.0,,251.0,,372.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1300,Architecture and construction,Architectural Technology,TU831,410.0,,,,410.0,,444.0,8,Technological University Dublin,,,,,,,,,,,,TU
1301,Architecture and construction,Architecture (Suitability Test and Interview),TU832,622.0,,,,622.0,,658.0,8,Technological University Dublin,#,,,,,,,,,,,TU
1302,Architecture and construction,Construction Management,TU833,367.0,,,,367.0,,404.0,8,Technological University Dublin,,,,,,,,,,,,TU
1303,Architecture and construction,Geographic Science,TU834,288.0,,,,288.0,,357.0,8,Technological University Dublin,,,,,,,,,,,,TU
1304,Architecture and construction,Planning and Environmental Management,TU835,313.0,,,,313.0,,349.0,8,Technological University Dublin,,,,,,,,,,,,TU
1305,Architecture and construction,Property Economics (Valuation Surveying),TU836,401.0,,,,401.0,,433.0,8,Technological University Dublin,,,,,,,,,,,,TU
1306,Architecture and construction,Quantity Surveying and Construction Economics,TU837,385.0,,,,385.0,,418.0,8,Technological University Dublin,,,,,,,,,,,,TU
1307,Environment,Analytical Chemistry (Environmental Forensic and Pharmaceutical),TU851,349.0,,,,349.0,,419.0,8,Technological University Dublin,,,,,,,,,,,,TU
1308,Physical sciences,Chemical Sciences with Medicinal Chemistry,TU852,476.0,,,,476.0,,498.0,8,Technological University Dublin,,,,,,,,,,,,TU
1309,Biological and related sciences,Science (General Entry),TU854,476.0,,,,476.0,,495.0,8,Technological University Dublin,,,,,,,,,,,,TU
1310,Physical sciences,Science with Nanotechnology,TU855,331.0,,319.0,,319.0,,368.0,8,Technological University Dublin,,,,,,,,,,,,TU
1311,Information and Communication Technologies (ICTs),Computer Science,TU856,476.0,,,,476.0,,487.0,8,Technological University Dublin,,,,,,,,,,,,TU
1312,Information and Communication Technologies (ICTs),Computer Science (Infrastructure),TU857,391.0,,,,391.0,,419.0,8,Technological University Dublin,,,,,,,,,,,,TU
1313,Information and Communication Technologies (ICTs),Computer Science (International),TU858,377.0,,,,377.0,,424.0,8,Technological University Dublin,,,,,,,,,,,,TU
1314,Information and Communication Technologies (ICTs),Computing,TU859,217.0,,234.0,,217.0,,308.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1315,Information and Communication Technologies (ICTs),Computing (Information Technology),TU860,260.0,,,,260.0,,329.0,8,Technological University Dublin,,,,,,,,,,,,TU
1316,Information and Communication Technologies (ICTs),Computing with Language (French/German/Spanish),TU861,308.0,,308.0,,308.0,,348.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1317,Information and Communication Technologies (ICTs),Computing with Data Analytics,TU862,226.0,,226.0,,226.0,,288.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
