,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
1081,Education,Education - Primary Teaching - Gaeltacht Applicants,MI006,,,,,,,,8,Mary Immaculate College,#,,,MI
1082,Education,Early Childhood Care and Education,MI007,,,,,,,,8,Mary Immaculate College,,,,MI
1083,Education,Education and Psychology - Primary Teaching,MI008,,,,,,,,8,Mary Immaculate College,,,,MI
1084,Education,"Education, Business Studies and Accounting",MI009,,,,,,,,8,Mary Immaculate College,,,,MI
1085,Education,"Education, Business Studies and Religious Studies",MI010,,,,,,,,8,Mary Immaculate College,,,,MI
1086,Education,"Education, Gaeilge and Religious Studies",MI011,,,,,,,,8,Mary Immaculate College,,,,MI
1087,Education,"Education, Gaeilge and Business Studies",MI012,,,,,,,,8,Mary Immaculate College,,,,MI
1088,Education,"Education, Mathematics and Gaeilge",MI013,,,,,,,,8,Mary Immaculate College,,,,MI
1089,Education,"Education, Mathematics and Business Studies",MI014,,,,,,,,8,Mary Immaculate College,,,,MI
1090,Welfare,Counselling and Psychotherapy,CI110,,,,,,,,8,Irish College of Humanities & Applied Sciences,,,,CI
1091,Welfare,Counselling and Psychotherapy with Addiction Studies,CI111,,,,,,,,8,Irish College of Humanities & Applied Sciences,,,,CI
1092,Welfare,Counselling and Psychotherapy with Youth Studies,CI112,,,,,,,,8,Irish College of Humanities & Applied Sciences,,,,CI
1093,Arts,"Art and Design (Common Entry, portfolio)",LC110,,,,,,,,8,Limerick Institute of Technology,#,,,LC
1094,Arts,Fashion and Textiles for Product and Costume (portfolio),LC114,,,,,,,,8,Limerick Institute of Technology,#,,,LC
1095,Education,"Art and Design Teacher Education (LIT and UL, portfolio)",LC115,,,,,,,,8,Limerick Institute of Technology,#,,,LC
1096,Business and administration,Digital Marketing,LC220,,,,,,,,8,Limerick Institute of Technology,,,,LC
1097,Business and administration,Accounting and Finance,LC221,,,,,,,,6,Limerick Institute of Technology,,,,LC
1098,Business and administration,Marketing and Management,LC222,,,,,,,,6,Limerick Institute of Technology,,,,LC
1099,Law,Law and Taxation,LC223,,,,,,,,8,Limerick Institute of Technology,,,,LC
1100,Business and administration,Accounting and Finance,LC224,,,,,,,,8,Limerick Institute of Technology,,,,LC
1101,Business and administration,Marketing and Management,LC225,,,,,,,,8,Limerick Institute of Technology,,,,LC
1102,Business and administration,Enterprise and Innovation,LC226,,,,,,,,8,Limerick Institute of Technology,,,,LC
1103,Personal services,Sports Development and Coaching,LC228,,,,,,,,6,Limerick Institute of Technology,,,,LC
1104,Information and Communication Technologies (ICTs),Business with Computing,LC230,,,,,,,,7,Limerick Institute of Technology,,,,LC
1105,Information and Communication Technologies (ICTs),Software Development,LC233,,,,,,,,8,Limerick Institute of Technology,,,,LC
1106,Information and Communication Technologies (ICTs),Immersive Digital Media and Spatial Computing,LC234,,,,,,,,8,Limerick Institute of Technology,,,,LC
1107,Information and Communication Technologies (ICTs),Internet Systems Development,LC235,,,,,,,,7,Limerick Institute of Technology,,,,LC
1108,Information and Communication Technologies (ICTs),Internet Systems Development,LC236,,,,,,,,8,Limerick Institute of Technology,,,,LC
1109,Information and Communication Technologies (ICTs),Computer Networks and Systems Management,LC239,,,,,,,,8,Limerick Institute of Technology,,,,LC
1110,Architecture and construction,Construction Management,LC241,,,,,,,,8,Limerick Institute of Technology,,,,LC
1111,Architecture and construction,Property Valuation and Management,LC242,,,,,,,,8,Limerick Institute of Technology,,,,LC
1112,Architecture and construction,Quantity Surveying,LC243,,,,,,,,8,Limerick Institute of Technology,,,,LC
1113,Architecture and construction,Built Environment (Common Entry),LC248,,,,,,,,8,Limerick Institute of Technology,,,,LC
1114,Architecture and construction,Civil Engineering,LC251,,,,,,,,7,Limerick Institute of Technology,,,,LC
1115,Architecture and construction,Civil Engineering Management,LC252,,,,,,,,8,Limerick Institute of Technology,,,,LC
1116,Biological and related sciences,Applied Biology,LC260,,,,,,,,7,Limerick Institute of Technology,,,,LC
1117,Health,Medical Technology,LC263,,,,,,,,8,Limerick Institute of Technology,,,,LC
1118,Physical sciences,Forensic and Pharmaceutical Sciences,LC265,,,,,,,,8,Limerick Institute of Technology,,,,LC
1119,Physical sciences,Drug and Medicinal Product Analysis,LC266,,,,,,,,8,Limerick Institute of Technology,,,,LC
1120,Physical sciences,Forensic and Pharmaceutical Sciences,LC267,,,,,,,,7,Limerick Institute of Technology,,,,LC
1121,Health,Medical Technology,LC268,,,,,,,,7,Limerick Institute of Technology,,,,LC
1122,Arts,Music Technology and Production,LC270,,,,,,,,7,Limerick Institute of Technology,,,,LC
1123,Engineering and engineering trades,Electrical Engineering,LC271,,,,,,,,7,Limerick Institute of Technology,,,,LC
1124,Engineering and engineering trades,Electrical Engineering,LC275,,,,,,,,8,Limerick Institute of Technology,,,,LC
1125,Arts,Creative Broadcast and Film Production,LC276,,,,,,,,7,Limerick Institute of Technology,,,,LC
1126,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC277,,,,,,,,7,Limerick Institute of Technology,,,,LC
1127,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC278,,,,,,,,7,Limerick Institute of Technology,,,,LC
1128,Engineering and engineering trades,Electronic Engineering with Computer Systems,LC279,,,,,,,,7,Limerick Institute of Technology,,,,LC
1129,Engineering and engineering trades,Automobile Technology,LC281,,,,,,,,6,Limerick Institute of Technology,,,,LC
1130,Engineering and engineering trades,Precision Engineering,LC283,,,,,,,,7,Limerick Institute of Technology,,,,LC
1131,Engineering and engineering trades,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",LC284,,,,,,,,6,Limerick Institute of Technology,,,,LC
1132,Engineering and engineering trades,Mechanical Engineering,LC285,,,,,,,,7,Limerick Institute of Technology,,,,LC
1133,Engineering and engineering trades,Road Transport Technology and Management,LC286,,,,,,,,7,Limerick Institute of Technology,,,,LC
1134,Engineering and engineering trades,Mechanical Engineering,LC288,,,,,,,,8,Limerick Institute of Technology,,,,LC
1135,Engineering and engineering trades,Precision Engineering,LC289,,,,,,,,8,Limerick Institute of Technology,,,,LC
1136,Personal services,Sports Development Performance,LC290,,,,,,,,7,Limerick Institute of Technology,,,,LC
1137,Welfare,Social Care Work,LC292,,,,,,,,8,Limerick Institute of Technology,,,,LC
1138,Personal services,Business Studies with Travel and Tourism Management,LC293,,,,,,,,8,Limerick Institute of Technology,,,,LC
1139,Personal services,Business Studies with Event Management,LC294,,,,,,,,8,Limerick Institute of Technology,,,,LC
1140,Business and administration,Business Studies with Sports Management,LC295,,,,,,,,8,Limerick Institute of Technology,,,,LC
1141,Social and behavioural sciences,Community and Addiction Studies,LC297,,,,,,,,8,Limerick Institute of Technology,,,,LC
1142,Business and administration,Business,LC320,,,,,,,,8,Limerick Institute of Technology,,,,LC
1143,Business and administration,Enterprise and Innovation,LC322,,,,,,,,7,Limerick Institute of Technology,,,,LC
1144,Information and Communication Technologies (ICTs),Business with Computing,LC330,,,,,,,,8,Limerick Institute of Technology,,,,LC
1145,Information and Communication Technologies (ICTs),Computing,LC336,,,,,,,,7,Limerick Institute of Technology,,,,LC
1146,Arts,Interior Design,LC340,,,,,,,,8,Limerick Institute of Technology,,,,LC
1147,Biological and related sciences,Biotechnology and Biopharmaceutical Sciences,LC362,,,,,,,,8,Limerick Institute of Technology,,,,LC
1148,Arts,Creative Broadcast and Film Production,LC371,,,,,,,,8,Limerick Institute of Technology,,,,LC
1149,Arts,Music Technology and Production,LC372,,,,,,,,8,Limerick Institute of Technology,,,,LC
1150,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC374,,,,,,,,8,Limerick Institute of Technology,,,,LC
1151,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC375,,,,,,,,8,Limerick Institute of Technology,,,,LC
1152,Engineering and engineering trades,Electronic Engineering with Computer Systems,LC376,,,,,,,,8,Limerick Institute of Technology,,,,LC
1153,Engineering and engineering trades,Automotive Engineering and Transport Management,LC380,,,,,,,,8,Limerick Institute of Technology,,,,LC
1154,Personal services,Business Studies in Beauty and Spa Management,LC392,,,,,,,,8,Limerick Institute of Technology,,,,LC
1155,Welfare,Early Childhood Education and Care,LC393,,,,,,,,8,Limerick Institute of Technology,,,,LC
1156,Personal services,Beauty and Spa Services,LC396,,,,,,,,7,Limerick Institute of Technology,,,,LC
1157,Business and administration,Business Studies with Sports,LC397,,,,,,,,7,Limerick Institute of Technology,,,,LC
1158,Personal services,Culinary Arts,LC398,,,,,,,,7,Limerick Institute of Technology,,,,LC
1159,Personal services,Hospitality Supervision,LC399,,,,,,,,7,Limerick Institute of Technology,,,,LC
1160,Welfare,Social Care Work,LC402,,,,,,,,8,Limerick Institute of Technology,,,,LC
1161,Environment,Environmental Science and Climate,LC408,,,,,,,,8,Limerick Institute of Technology,,,,LC
1162,Business and administration,Business,LC415,,,,,,,,7,Limerick Institute of Technology,,,,LC
1163,Business and administration,Business,LC416,,,,,,,,8,Limerick Institute of Technology,,,,LC
1164,Information and Communication Technologies (ICTs),Computing - Games Design and Development,LC418,,,,,,,,8,Limerick Institute of Technology,,,,LC
1165,Personal services,Applied Strength and Conditioning,LC422,,,,,,,,8,Limerick Institute of Technology,,,,LC
1166,Personal services,Applied Strength and Conditioning,LC423,,,,,,,,7,Limerick Institute of Technology,,,,LC
1167,Environment,Environmental Science,LC425,,,,,,,,7,Limerick Institute of Technology,,,,LC
1168,Information and Communication Technologies (ICTs),Game Art and Design (portfolio),LC502,,,,,,,,8,Limerick Institute of Technology,#,,,LC
1169,Information and Communication Technologies (ICTs),Creative Media and Design,LC504,,,,,,,,7,Limerick Institute of Technology,,,,LC
1170,Information and Communication Technologies (ICTs),Creative Media and Design,LC517,,,,,,,,8,Limerick Institute of Technology,,,,LC
1171,Information and Communication Technologies (ICTs),Digital Animation Production (portfolio),LC518,,,,,,,,8,Limerick Institute of Technology,#,,,LC
1172,Welfare,Social Care Work,LC602,,,,,,,,7,Limerick Institute of Technology,,,,LC
1173,Welfare,Social Care Work,LC612,,,,,,,,8,Limerick Institute of Technology,,,,LC
1174,Humanities (except languages),Arts,LM002,,*,,,,,,8,University of Limerick,,,,LM
1175,Social and behavioural sciences,Social Sciences,LM019,,,,,,,,8,University of Limerick,,,,LM
1176,Law,Law and Accounting,LM020,,,,,,,,8,University of Limerick,,,,LM
1177,Arts,Performing Arts (audition format TBC),LM026,,,,,,,,8,University of Limerick,#,,,LM
1178,Law,Criminal Justice,LM028,,,,,,,,8,University of Limerick,,,,LM
1179,Law,Law Plus,LM029,,,,,,,,8,University of Limerick,,,,LM
1180,Social and behavioural sciences,Psychology and Sociology,LM038,,,,,,,,8,University of Limerick,,,,LM
1181,Journalism and information,Journalism and Digital Communication,LM039,,,,,,,,8,University of Limerick,,,,LM
1182,Humanities (except languages),European Studies,LM040,,,,,,,,8,University of Limerick,,,,LM
1183,Languages,Applied Languages,LM044,,,,,,,,8,University of Limerick,,,,LM
1184,Business and administration,Business Studies (options),LM050,,,,,,,,8,University of Limerick,,,,LM
1185,Business and administration,International Business,LM056,,*,,,,*,,8,University of Limerick,,,,LM
1186,Mathematics and statistics,Financial Mathematics,LM058,,,,,,,,8,University of Limerick,,,,LM
1187,Information and Communication Technologies (ICTs),Technology Management,LM063,,,,,,,,8,University of Limerick,,,,LM
1188,Environment,Environmental Science,LM066,,,,,,,,8,University of Limerick,,,,LM
1189,Manufacturing and processing,Food Science and Health,LM068,,*,,,,*,,8,University of Limerick,,,,LM
1190,Manufacturing and processing,Product Design and Technology (portfolio required),LM076,,,,,,,,8,University of Limerick,#,,,LM
1191,Engineering and engineering trades,Aeronautical Engineering,LM077,,,,,,,,8,University of Limerick,,,,LM
1192,Architecture and construction,Construction Management and Engineering,LM082,,*,,,,*,,8,University of Limerick,,,,LM
1193,Personal services,Sport and Exercise Sciences,LM089,,*,,,,*,,8,University of Limerick,,,,LM
1194,Education,Physical Education with concurrent Teacher Education,LM090,,,,*,,*,,8,University of Limerick,,,,LM
1195,Education,Languages with concurrent Teacher Education,LM091,,,,,,,,8,University of Limerick,,,,LM
1196,Education,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM092,,,,,,,,8,University of Limerick,,,,LM
1197,Biological and related sciences,Equine Science,LM093,,,,,,,,8,University of Limerick,,,,LM
1198,Education,Materials and Architectural Technology with concurrent Teacher Education,LM094,,,,,,,,8,University of Limerick,,,,LM
1199,Education,Materials and Engineering Technology with concurrent Teacher Education,LM095,,,,,,,,8,University of Limerick,,,,LM
1200,Education,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM096,,,,,,,,8,University of Limerick,,,,LM
1201,Mathematics and statistics,Mathematics and Computer Science with concurrent Teacher Education,LM097,,,,,,,,8,University of Limerick,,,,LM
1202,Architecture and construction,Architecture,LM099,,,,,,,,8,University of Limerick,#,,,LM
1203,Health,Physiotherapy,LM100,,*,,,,*,,8,University of Limerick,,,,LM
1204,Health,Medicine  - Graduate Entry (GAMSAT required),LM101,,*,,,,*,,8,University of Limerick,#,,,LM
1205,Social and behavioural sciences,Psychology,LM102,,,,,,,,8,University of Limerick,,,,LM
1206,Health,Paramedic Studies (Full B/Provisional C1 Drivers Licence),LM103,,,,,,,,8,University of Limerick,#,,,LM
1207,Personal services,Exercise and Health Fitness Management,LM105,,,,,,,,8,University of Limerick,,,,LM
1208,Physical sciences,Chemical and Biochemical Engineering,LM115,,,,,,,,8,University of Limerick,,,,LM
1209,Engineering and engineering trades,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM116,,*,,,,*,,8,University of Limerick,,,,LM
1210,Engineering and engineering trades,Electronic and Computer Engineering,LM118,,,,,,,,8,University of Limerick,,,,LM
1211,Information and Communication Technologies (ICTs),Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM121,,,,,,,,8,University of Limerick,,,,LM
1212,Information and Communication Technologies (ICTs),Creative Media and Interaction Design (Digital Design/Music Media Tech),LM122,,,,,,,,8,University of Limerick,,,,LM
1213,Biological and related sciences,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,LM123,,*,,,,*,,8,University of Limerick,,,,LM
1214,Mathematics and statistics,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM124,,,,,,,,8,University of Limerick,,,,LM
1215,Physical sciences,Physics (Applied Physics or Mathematics and Physics),LM125,,,,,,,,8,University of Limerick,,,,LM
1216,Health,General Nursing,LM150,,*,,,,,,8,University of Limerick,,,,LM
1217,Health,Mental Health Nursing,LM152,,,,,,,,8,University of Limerick,,,,LM
1218,Health,Intellectual Disability Nursing,LM154,,,,,,,,8,University of Limerick,,,,LM
1219,Health,Midwifery,LM156,,*,,,,*,,8,University of Limerick,,,,LM
1220,Biological and related sciences,Equine Science,LM180,,,,,,,,6,University of Limerick,,,,LM
1221,Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,MU001,,,,,,,,8,"Pontifical University, St Patrick's College",,avp,,MU
1222,Interdisciplinary programmes and qualifications involving arts and humanities,Theology,MU002,,,,,,,,8,"Pontifical University, St Patrick's College",,avp,,MU
1223,Education,Education - Primary Teaching (Froebel),MH001,,,,,,,,8,Maynooth University,,,,MH
1224,Education,Education - Primary Teaching - Gaeltacht Applicants (Froebel),MH002,,,,,,,,8,Maynooth University,#,,,MH
1225,Education,Early Childhood - Teaching and Learning (full-time),MH003,,,,,,,,8,Maynooth University,,,,MH
1226,Humanities (except languages),Arts,MH101,,,,,,,,8,Maynooth University,,,,MH
1227,Arts,Music,MH103,,,,,,,,8,Maynooth University,#,,,MH
1228,Social and behavioural sciences,Psychology - 3 years,MH106,,,,,,,,8,Maynooth University,,,,MH
1229,Social and behavioural sciences,Social Science,MH107,,,,,,,,8,Maynooth University,,,,MH
1230,Arts,Media Studies,MH109,,,,,,,,8,Maynooth University,,,,MH
1231,Welfare,Community and Youth Work (Full-Time),MH116,,,,,,,,8,Maynooth University,#,,,MH
1232,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science,MH201,,,,,,,,8,Maynooth University,,,,MH
1233,Biological and related sciences,Biotechnology,MH202,,,,,,,,8,Maynooth University,,,,MH
1234,Biological and related sciences,Biological and Geographical Sciences,MH203,,,,,,,,8,Maynooth University,,,,MH
1235,Physical sciences,Physics with Astrophysics,MH204,,,,,,,,8,Maynooth University,,,,MH
1236,Mathematics and statistics,Theoretical Physics and Mathematics,MH206,,,,,,,,8,Maynooth University,,,,MH
1237,Information and Communication Technologies (ICTs),Data Science,MH207,,,,,,,,8,Maynooth University,,,,MH
1238,Biological and related sciences,Biological and Biomedical Sciences,MH208,,,,,,,,8,Maynooth University,,,,MH
1239,Social and behavioural sciences,Psychology (through Science) - 4 years,MH209,,,,,,,,8,Maynooth University,,,,MH
1240,Physical sciences,Pharmaceutical and Biomedical Chemistry,MH210,,,,,,,,8,Maynooth University,,,,MH
1241,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science|Maths and Computer Science|Mathematics (with Education),MH212,,,,,,,,8,Maynooth University,,,,MH
1242,Engineering and engineering trades,Engineering (Computer/Electronic/Communications),MH304,,,,,,,,8,Maynooth University,,avp,,MH
1243,Engineering and engineering trades,Product Design,MH305,,,,,,,,8,Maynooth University,,,,MH
1244,Engineering and engineering trades,Robotics and Intelligent Devices,MH306,,,,,,,,8,Maynooth University,,,,MH
1245,Business and administration,Finance (options),MH401,,,,,,,,8,Maynooth University,,,,MH
1246,Business and administration,Quantitative Finance,MH402,,,,,,,,8,Maynooth University,,,,MH
1247,Business and administration,Accounting and Finance,MH403,,,,,,,,8,Maynooth University,,,,MH
1248,Business and administration,Business (options),MH404,,,,,,,,8,Maynooth University,,,,MH
1249,Business and administration,Business and Accounting,MH407,,,,,,,,8,Maynooth University,,,,MH
1250,Business and administration,Entrepreneurship,MH411,,,,,,,,8,Maynooth University,,,,MH
1251,Law,LLB Law - four year Single Major Law programme,MH501,,,,,,,,8,Maynooth University,,,,MH
1252,Law,Law (options),MH502,,,,,,,,8,Maynooth University,,,,MH
1253,Information and Communication Technologies (ICTs),Computer Science through Arts (options),MH601,,,,,,,,8,Maynooth University,,,,MH
1254,Information and Communication Technologies (ICTs),Computer Science through Science (options),MH602,,,,,,,,8,Maynooth University,,,,MH
1255,Information and Communication Technologies (ICTs),Computational Thinking,MH603,,,,,,,,8,Maynooth University,,,,MH
1256,Education,Early Childhood - Teaching and Learning (part-time),MH801,,,,,,,,8,Maynooth University,,avp,,MH
1257,Welfare,"Community and Youth Work (part-time, in service)",MH802,,,,,,,,8,Maynooth University,#,avp,,MH
1258,Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH803,,,,,,,,8,Maynooth University,,avp,,MH
1259,Education,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS001,,,,,,,,8,St. Angela`s College,,,,AS
1260,Education,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS002,,,,*,,*,,8,St. Angela`s College,,,,AS
1261,Education,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS003,,*,,,,*,,8,St. Angela`s College,,,,AS
1262,Business and administration,"Nutrition, Food and Business Management",AS051,,,,,,,,8,St. Angela`s College,,,,AS
1263,Biological and related sciences,Home Economics,AS054,,*,,*,,,,8,St. Angela`s College,,,,AS
1264,Health,General Nursing,AS110,,*,,,,*,,8,St. Angela`s College,,,,AS
1265,Health,Intellectual Disability Nursing,AS130,,,,,,*,,8,St. Angela`s College,,,,AS
1266,Business and administration,Business,SG101,,,,,,,,6,"Institute of Technology, Sligo",,avp,,SG
1267,Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),SG102,,,,,,,,6,"Institute of Technology, Sligo",,,,SG
1268,Information and Communication Technologies (ICTs),Computing - Games Development,SG131,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1269,Personal services,Applied Sport with Business,SG134,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1270,Personal services,Business in Tourism with Event Management,SG135,,,,,,,,7,"Institute of Technology, Sligo",,avp,,SG
1271,Information and Communication Technologies (ICTs),Computing - Software Development,SG136,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1272,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,SG137,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1273,Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),SG138,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1274,Business and administration,Business in Marketing,SG139,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1275,Business and administration,Business,SG141,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1276,Business and administration,Business and ICT,SG145,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1277,Business and administration,Accounting,SG146,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1278,Personal services,Sport with Business,SG147,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1279,Personal services,Tourism with Event Management,SG148,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1280,Business and administration,Business in Marketing,SG150,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1281,Arts,Fine Art,SG231,,,,,,,,7,"Institute of Technology, Sligo",#,avp,,SG
1282,Arts,Creative Design,SG232,,,,,,,,7,"Institute of Technology, Sligo",,avp,,SG
1283,Arts,Performing Arts (Theatre Design),SG235,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1284,Arts,Performing Arts (Acting),SG236,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1285,Arts,Performing Arts,SG241,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1286,Welfare,Early Childhood Care and Education,SG242,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1287,Welfare,Social Care Practice,SG243,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1288,Arts,Fine Art,SG244,,,,,,,,8,"Institute of Technology, Sligo",#,,,SG
1289,Arts,Creative Design,SG245,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1290,Information and Communication Technologies (ICTs),Computing,SG246,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1291,Social and behavioural sciences,English and Psychology,SG247,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1292,Social and behavioural sciences,Sociology and Politics,SG248,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1293,Languages,Writing and Literature,SG249,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1294,Information and Communication Technologies (ICTs),Software Development,SG252,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1295,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,SG253,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1296,Languages,Writing and Literature Online,SG254,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1297,Law,Law and Business,SG255,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1298,Engineering and engineering trades,Engineering (General Entry),SG300,,,,,,,,6,"Institute of Technology, Sligo",,avp,,SG
1299,Architecture and construction,Construction Economics,SG302,,,,,,,,6,"Institute of Technology, Sligo",,avp,,SG
1300,Architecture and construction,Applied Construction Technology,SG308,,,,,,,,6,"Institute of Technology, Sligo",,avp,,SG
1301,Engineering and engineering trades,Engineering (General Entry),SG330,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1302,Architecture and construction,Interior Architecture and Design,SG331,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1303,Architecture and construction,Advanced Wood and Sustainable Building Technology,SG332,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1304,Engineering and engineering trades,Mechanical Engineering,SG333,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1305,Engineering and engineering trades,Mechatronic Engineering,SG334,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1306,Engineering and engineering trades,"Engineering in Mechatronic Systems (Interview, Work Based)",SG335,,,,,,,,7,"Institute of Technology, Sligo",#,avp,,SG
1307,Engineering and engineering trades,Precision Engineering and Design,SG336,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1308,Architecture and construction,Civil Engineering,SG338,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1309,Architecture and construction,Quantity Surveying,SG339,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1310,Engineering and engineering trades,General Engineering,SG341,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1311,Architecture and construction,Civil Engineering,SG342,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1312,Architecture and construction,Quantity Surveying,SG343,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1313,Engineering and engineering trades,Mechanical Engineering,SG344,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1314,Architecture and construction,Construction Project Management and Applied Technology,SG346,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1315,Architecture and construction,Architecture,SG347,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1316,Architecture and construction,Interior Architecture and Design,SG348,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1317,Engineering and engineering trades,Electronics and Self Driving Technologies,SG349,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1318,Engineering and engineering trades,Robotics and Automation,SG350,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1319,Biological and related sciences,Science,SG401,,,,,,,,6,"Institute of Technology, Sligo",,avp,,SG
1320,Environment,Environmental Science with Ecology (Level 6),SG404,,,,,,,,6,"Institute of Technology, Sligo",,,,SG
1321,Health,Health and Exercise Science,SG406,,,,,,,,6,"Institute of Technology, Sligo",,,,SG
1322,Physical sciences,Pharmaceutical Science with Drug Development,SG431,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1323,Hygiene and occupational health services,Occupational Safety and Health,SG433,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1324,Health,Human Nutrition,SG434,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1325,Health,Health Science and Physiology,SG435,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1326,Health,Biomedical Science,SG436,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1327,Biological and related sciences,Forensic Investigation and Analysis,SG437,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1328,Environment,Environmental Science with Ecology (Level 7),SG439,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1329,Hygiene and occupational health services,Occupational Safety and Health,SG442,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1330,Health,Human Nutrition,SG443,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1331,Biological and related sciences,Science Undenominated,SG444,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1332,Physical sciences,Pharmaceutical Science with Drug Development,SG445,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1333,Health,Health Science and Physical Activity,SG447,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1334,Biological and related sciences,Forensic Investigation and Analysis,SG448,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1335,Health,Medical Biotechnology,SG449,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1336,Environment,Environmental Science with Ecology (Level 8),SG450,,,,,,,,8,"Institute of Technology, Sligo",,,,SG
1337,Health,Health and Medical Information Science (Online),SG530,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1338,Business and administration,Business Administration,SG535,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1339,Business and administration,Business,SG536,,,,,,,,7,"Institute of Technology, Sligo",,,,SG
1340,Environment,Science - Biological and Environmental Studies,TL651,,,,,,,,6,"Institute of Technology, Tralee",,,,TL
1341,Health,Science - Pharmacy Technician,TL652,,,,,,,,6,"Institute of Technology, Tralee",,,,TL
