,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
1098,Business and administration,Marketing and Management,LC222,259.0,,,,259.0,,430.0,6,Limerick Institute of Technology,,,,LC
1099,Law,Law and Taxation,LC223,331.0,,,,331.0,,410.0,8,Limerick Institute of Technology,,,,LC
1100,Business and administration,Accounting and Finance,LC224,300.0,,,,300.0,,356.0,8,Limerick Institute of Technology,,,,LC
1101,Business and administration,Marketing and Management,LC225,298.0,,,,298.0,,376.0,8,Limerick Institute of Technology,,,,LC
1102,Business and administration,Enterprise and Innovation,LC226,255.0,,,,255.0,,327.0,8,Limerick Institute of Technology,,,,LC
1103,Personal services,Sports Development and Coaching,LC228,214.0,,,,214.0,,336.0,6,Limerick Institute of Technology,,,,LC
1104,Information and Communication Technologies (ICTs),Business with Computing,LC230,241.0,,224.0,,224.0,,418.0,7,Limerick Institute of Technology,,,,LC
1105,Information and Communication Technologies (ICTs),Software Development,LC233,280.0,,,,280.0,,348.0,8,Limerick Institute of Technology,,,,LC
1106,Information and Communication Technologies (ICTs),Immersive Digital Media and Spatial Computing,LC234,226.0,,,,226.0,,342.0,8,Limerick Institute of Technology,,,,LC
1107,Information and Communication Technologies (ICTs),Internet Systems Development,LC235,207.0,,,,207.0,,360.0,7,Limerick Institute of Technology,,,,LC
1108,Information and Communication Technologies (ICTs),Internet Systems Development,LC236,260.0,,,,260.0,,305.0,8,Limerick Institute of Technology,,,,LC
1109,Information and Communication Technologies (ICTs),Computer Networks and Systems Management,LC239,317.0,,,,317.0,,378.0,8,Limerick Institute of Technology,,,,LC
1110,Architecture and construction,Construction Management,LC241,326.0,,,,326.0,,387.0,8,Limerick Institute of Technology,,,,LC
1111,Architecture and construction,Property Valuation and Management,LC242,308.0,,,,308.0,,377.0,8,Limerick Institute of Technology,,,,LC
1112,Architecture and construction,Quantity Surveying,LC243,278.0,,,,278.0,,359.0,8,Limerick Institute of Technology,,,,LC
1113,Architecture and construction,Built Environment (Common Entry),LC248,300.0,,,,300.0,,357.0,8,Limerick Institute of Technology,,,,LC
1114,Architecture and construction,Civil Engineering,LC251,205.0,,,,205.0,,387.0,7,Limerick Institute of Technology,,,,LC
1115,Architecture and construction,Civil Engineering Management,LC252,264.0,,,,264.0,,338.0,8,Limerick Institute of Technology,,,,LC
1116,Biological and related sciences,Applied Biology,LC260,338.0,,,,338.0,,499.0,7,Limerick Institute of Technology,,,,LC
1117,Health,Medical Technology,LC263,391.0,,,,391.0,,455.0,8,Limerick Institute of Technology,,,,LC
1118,Physical sciences,Forensic and Pharmaceutical Sciences,LC265,498.0,,,,498.0,,528.0,8,Limerick Institute of Technology,,,,LC
1119,Physical sciences,Drug and Medicinal Product Analysis,LC266,252.0,,,,252.0,,368.0,8,Limerick Institute of Technology,,,,LC
1120,Physical sciences,Forensic and Pharmaceutical Sciences,LC267,400.0,,,,400.0,,498.0,7,Limerick Institute of Technology,,,,LC
1121,Health,Medical Technology,LC268,384.0,,,,384.0,,484.0,7,Limerick Institute of Technology,,,,LC
1122,Arts,Music Technology and Production,LC270,354.0,,,,354.0,,467.0,7,Limerick Institute of Technology,,,,LC
1123,Engineering and engineering trades,Electrical Engineering,LC271,329.0,,316.0,,316.0,,383.0,7,Limerick Institute of Technology,,,,LC
1124,Engineering and engineering trades,Electrical Engineering,LC275,361.0,,347.0,,347.0,,382.0,8,Limerick Institute of Technology,,,,LC
1125,Arts,Creative Broadcast and Film Production,LC276,310.0,,300.0,,300.0,,422.0,7,Limerick Institute of Technology,,,,LC
1126,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC277,261.0,,,,261.0,,424.0,7,Limerick Institute of Technology,,,,LC
1127,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC278,306.0,,283.0,,283.0,,390.0,7,Limerick Institute of Technology,,,,LC
1128,Engineering and engineering trades,Electronic Engineering with Computer Systems,LC279,242.0,,,,242.0,,423.0,7,Limerick Institute of Technology,,,,LC
1129,Engineering and engineering trades,Automobile Technology,LC281,277.0,,,,277.0,,318.0,6,Limerick Institute of Technology,,,,LC
1130,Engineering and engineering trades,Precision Engineering,LC283,207.0,,,,207.0,,378.0,7,Limerick Institute of Technology,,,,LC
1131,Engineering and engineering trades,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",LC284,192.0,,,,192.0,,337.0,6,Limerick Institute of Technology,,,,LC
1132,Engineering and engineering trades,Mechanical Engineering,LC285,299.0,,292.0,,292.0,,444.0,7,Limerick Institute of Technology,,,,LC
1133,Engineering and engineering trades,Road Transport Technology and Management,LC286,294.0,,,,294.0,,360.0,7,Limerick Institute of Technology,,,,LC
1134,Engineering and engineering trades,Mechanical Engineering,LC288,378.0,,369.0,,369.0,,432.0,8,Limerick Institute of Technology,,,,LC
1135,Engineering and engineering trades,Precision Engineering,LC289,261.0,,,,261.0,,357.0,8,Limerick Institute of Technology,,,,LC
1136,Personal services,Sports Development Performance,LC290,208.0,,,,208.0,,356.0,7,Limerick Institute of Technology,,,,LC
1137,Welfare,Social Care Work,LC292,374.0,,,,374.0,,410.0,8,Limerick Institute of Technology,,,,LC
1138,Personal services,Business Studies with Travel and Tourism Management,LC293,271.0,,264.0,,264.0,,356.0,8,Limerick Institute of Technology,,,,LC
1139,Personal services,Business Studies with Event Management,LC294,279.0,,,,279.0,,356.0,8,Limerick Institute of Technology,,,,LC
1140,Business and administration,Business Studies with Sports Management,LC295,262.0,,,,262.0,,320.0,8,Limerick Institute of Technology,,,,LC
1141,Social and behavioural sciences,Community and Addiction Studies,LC297,272.0,,262.0,,262.0,,316.0,8,Limerick Institute of Technology,,,,LC
1142,Business and administration,Business,LC320,381.0,,,,381.0,,408.0,8,Limerick Institute of Technology,,,,LC
1143,Business and administration,Enterprise and Innovation,LC322,228.0,,,,228.0,,422.0,7,Limerick Institute of Technology,,,,LC
1144,Information and Communication Technologies (ICTs),Business with Computing,LC330,328.0,,308.0,,308.0,,367.0,8,Limerick Institute of Technology,,,,LC
1145,Information and Communication Technologies (ICTs),Computing,LC336,219.0,,,,223.0,,378.0,7,Limerick Institute of Technology,,,,LC
1146,Arts,Interior Design,LC340,391.0,,368.0,,368.0,,420.0,8,Limerick Institute of Technology,,,,LC
1147,Biological and related sciences,Biotechnology and Biopharmaceutical Sciences,LC362,429.0,,,,429.0,,463.0,8,Limerick Institute of Technology,,,,LC
1148,Arts,Creative Broadcast and Film Production,LC371,325.0,,310.0,,310.0,,387.0,8,Limerick Institute of Technology,,,,LC
1149,Arts,Music Technology and Production,LC372,377.0,,,,377.0,,454.0,8,Limerick Institute of Technology,,,,LC
1150,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC374,337.0,,319.0,,319.0,,401.0,8,Limerick Institute of Technology,,,,LC
1151,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC375,309.0,,,,309.0,,383.0,8,Limerick Institute of Technology,,,,LC
1152,Engineering and engineering trades,Electronic Engineering with Computer Systems,LC376,357.0,,,,357.0,,378.0,8,Limerick Institute of Technology,,,,LC
1153,Engineering and engineering trades,Automotive Engineering and Transport Management,LC380,298.0,,,,298.0,,340.0,8,Limerick Institute of Technology,,,,LC
1154,Personal services,Business Studies in Beauty and Spa Management,LC392,328.0,,317.0,,317.0,,358.0,8,Limerick Institute of Technology,,,,LC
1155,Welfare,Early Childhood Education and Care,LC393,309.0,,276.0,,276.0,,339.0,8,Limerick Institute of Technology,,,,LC
1156,Personal services,Beauty and Spa Services,LC396,319.0,,309.0,,309.0,,387.0,7,Limerick Institute of Technology,,,,LC
1157,Business and administration,Business Studies with Sports,LC397,233.0,,,,233.0,,418.0,7,Limerick Institute of Technology,,,,LC
1158,Personal services,Culinary Arts,LC398,215.0,,,,224.0,,433.0,7,Limerick Institute of Technology,,,,LC
1159,Personal services,Hospitality Supervision,LC399,137.0,,,,137.0,,309.0,7,Limerick Institute of Technology,,,,LC
1160,Welfare,Social Care Work,LC402,228.0,,,,228.0,,306.0,8,Limerick Institute of Technology,,,,LC
1161,Environment,Environmental Science and Climate,LC408,279.0,,,,279.0,,347.0,8,Limerick Institute of Technology,,,,LC
1162,Business and administration,Business,LC415,172.0,,,,195.0,,409.0,7,Limerick Institute of Technology,,,,LC
1163,Business and administration,Business,LC416,260.0,,,,260.0,,300.0,8,Limerick Institute of Technology,,,,LC
1164,Information and Communication Technologies (ICTs),Computing - Games Design and Development,LC418,260.0,,256.0,,256.0,,320.0,8,Limerick Institute of Technology,,,,LC
1165,Personal services,Applied Strength and Conditioning,LC422,289.0,,,,289.0,,359.0,8,Limerick Institute of Technology,,,,LC
1166,Personal services,Applied Strength and Conditioning,LC423,145.0,,,,145.0,,358.0,7,Limerick Institute of Technology,,,,LC
1167,Environment,Environmental Science,LC425,229.0,,,,229.0,,409.0,7,Limerick Institute of Technology,,,,LC
1168,Information and Communication Technologies (ICTs),Game Art and Design (portfolio),LC502,841.0,,,,841.0,,1018.0,8,Limerick Institute of Technology,#,,,LC
1169,Information and Communication Technologies (ICTs),Creative Media and Design,LC504,155.0,,,,155.0,,412.0,7,Limerick Institute of Technology,,,,LC
1170,Information and Communication Technologies (ICTs),Creative Media and Design,LC517,279.0,,,,279.0,,413.0,8,Limerick Institute of Technology,,,,LC
1171,Information and Communication Technologies (ICTs),Digital Animation Production (portfolio),LC518,807.0,,,,807.0,,977.0,8,Limerick Institute of Technology,#,,,LC
1172,Welfare,Social Care Work,LC602,251.0,,,,251.0,,356.0,7,Limerick Institute of Technology,,,,LC
1173,Welfare,Social Care Work,LC612,309.0,,,,309.0,,348.0,8,Limerick Institute of Technology,,,,LC
1174,Humanities (except languages),Arts,LM002,360.0,*,360.0,,360.0,,423.0,8,University of Limerick,,,,LM
1175,Social and behavioural sciences,Social Sciences,LM019,451.0,,,,451.0,,507.0,8,University of Limerick,,,,LM
1176,Law,Law and Accounting,LM020,474.0,,,,474.0,,520.0,8,University of Limerick,,,,LM
1177,Arts,Performing Arts (audition format TBC),LM026,329.0,,,,329.0,,451.0,8,University of Limerick,#,,,LM
1178,Law,Criminal Justice,LM028,420.0,,,,420.0,,454.0,8,University of Limerick,,,,LM
1179,Law,Law Plus,LM029,530.0,,,,530.0,,554.0,8,University of Limerick,,,,LM
1180,Social and behavioural sciences,Psychology and Sociology,LM038,530.0,,,,530.0,,533.0,8,University of Limerick,,,,LM
1181,Journalism and information,Journalism and Digital Communication,LM039,432.0,,,,432.0,,473.0,8,University of Limerick,,,,LM
1182,Humanities (except languages),European Studies,LM040,409.0,,,,409.0,,521.0,8,University of Limerick,,,,LM
1183,Languages,Applied Languages,LM044,429.0,,,,429.0,,485.0,8,University of Limerick,,,,LM
1184,Business and administration,Business Studies (options),LM050,451.0,,,,451.0,,489.0,8,University of Limerick,,,,LM
1185,Business and administration,International Business,LM056,555.0,*,,,555.0,*,589.0,8,University of Limerick,,,,LM
1186,Mathematics and statistics,Financial Mathematics,LM058,468.0,,,,468.0,,531.0,8,University of Limerick,,,,LM
1187,Information and Communication Technologies (ICTs),Technology Management,LM063,410.0,,,,410.0,,452.0,8,University of Limerick,,,,LM
1188,Environment,Environmental Science,LM066,430.0,,,,430.0,,478.0,8,University of Limerick,,,,LM
1189,Manufacturing and processing,Food Science and Health,LM068,464.0,*,,,464.0,*,495.0,8,University of Limerick,,,,LM
1190,Manufacturing and processing,Product Design and Technology (portfolio required),LM076,401.0,,,,401.0,,499.0,8,University of Limerick,#,,,LM
1191,Engineering and engineering trades,Aeronautical Engineering,LM077,567.0,,,,567.0,,601.0,8,University of Limerick,,,,LM
1192,Architecture and construction,Construction Management and Engineering,LM082,446.0,*,,,446.0,*,480.0,8,University of Limerick,,,,LM
1193,Personal services,Sport and Exercise Sciences,LM089,498.0,*,,,498.0,*,533.0,8,University of Limerick,,,,LM
1194,Education,Physical Education with concurrent Teacher Education,LM090,552.0,,544.0,*,544.0,*,577.0,8,University of Limerick,,,,LM
1195,Education,Languages with concurrent Teacher Education,LM091,506.0,,,,506.0,,541.0,8,University of Limerick,,,,LM
1196,Education,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM092,521.0,,,,521.0,,555.0,8,University of Limerick,,,,LM
1197,Biological and related sciences,Equine Science,LM093,367.0,,,,367.0,,431.0,8,University of Limerick,,,,LM
1198,Education,Materials and Architectural Technology with concurrent Teacher Education,LM094,475.0,,,,475.0,,501.0,8,University of Limerick,,,,LM
1199,Education,Materials and Engineering Technology with concurrent Teacher Education,LM095,425.0,,,,425.0,,452.0,8,University of Limerick,,,,LM
1200,Education,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM096,454.0,,,,454.0,,488.0,8,University of Limerick,,,,LM
1201,Mathematics and statistics,Mathematics and Computer Science with concurrent Teacher Education,LM097,465.0,,,,465.0,,499.0,8,University of Limerick,,,,LM
1202,Architecture and construction,Architecture,LM099,520.0,,,,520.0,,543.0,8,University of Limerick,#,,,LM
1203,Health,Physiotherapy,LM100,613.0,*,,,601.0,*,613.0,8,University of Limerick,,,,LM
1204,Health,Medicine  - Graduate Entry (GAMSAT required),LM101,57.0,*,,,57.0,*,59.0,8,University of Limerick,#,,,LM
1205,Social and behavioural sciences,Psychology,LM102,534.0,,,,534.0,,565.0,8,University of Limerick,,,,LM
1206,Health,Paramedic Studies (Full B/Provisional C1 Drivers Licence),LM103,429.0,,,,429.0,,455.0,8,University of Limerick,#,,,LM
1207,Personal services,Exercise and Health Fitness Management,LM105,441.0,,,,441.0,,473.0,8,University of Limerick,,,,LM
1208,Physical sciences,Chemical and Biochemical Engineering,LM115,476.0,,,,476.0,,520.0,8,University of Limerick,,,,LM
1209,Engineering and engineering trades,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM116,498.0,*,,,498.0,*,544.0,8,University of Limerick,,,,LM
1210,Engineering and engineering trades,Electronic and Computer Engineering,LM118,445.0,,,,445.0,,487.0,8,University of Limerick,,,,LM
1211,Information and Communication Technologies (ICTs),Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM121,402.0,,,,402.0,,461.0,8,University of Limerick,,,,LM
1212,Information and Communication Technologies (ICTs),Creative Media and Interaction Design (Digital Design/Music Media Tech),LM122,382.0,,,,382.0,,467.0,8,University of Limerick,,,,LM
1213,Biological and related sciences,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,LM123,498.0,*,,,498.0,*,533.0,8,University of Limerick,,,,LM
1214,Mathematics and statistics,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM124,455.0,,,,455.0,,532.0,8,University of Limerick,,,,LM
1215,Physical sciences,Physics (Applied Physics or Mathematics and Physics),LM125,489.0,,,,489.0,,577.0,8,University of Limerick,,,,LM
1216,Health,General Nursing,LM150,498.0,*,487.0,,474.0,,496.0,8,University of Limerick,,,,LM
1217,Health,Mental Health Nursing,LM152,478.0,,466.0,,440.0,,476.0,8,University of Limerick,,,,LM
1218,Health,Intellectual Disability Nursing,LM154,462.0,,443.0,,433.0,,474.0,8,University of Limerick,,,,LM
1219,Health,Midwifery,LM156,521.0,*,508.0,,498.0,*,521.0,8,University of Limerick,,,,LM
1220,Biological and related sciences,Equine Science,LM180,351.0,,,,351.0,,444.0,6,University of Limerick,,,,LM
1221,Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,MU001,294.0,,294.0,,291.0,,332.0,8,"Pontifical University, St Patrick's College",,avp,,MU
1222,Interdisciplinary programmes and qualifications involving arts and humanities,Theology,MU002,,,,,411.0,,411.0,8,"Pontifical University, St Patrick's College",,avp,,MU
1223,Education,Education - Primary Teaching (Froebel),MH001,564.0,,,,556.0,,578.0,8,Maynooth University,,,,MH
1224,Education,Education - Primary Teaching - Gaeltacht Applicants (Froebel),MH002,,,,,,,,8,Maynooth University,#,,,MH
1225,Education,Early Childhood - Teaching and Learning (full-time),MH003,381.0,,,,381.0,,430.0,8,Maynooth University,,,,MH
1226,Humanities (except languages),Arts,MH101,338.0,,336.0,,336.0,,409.0,8,Maynooth University,,,,MH
1227,Arts,Music,MH103,,,,,,,,8,Maynooth University,#,,,MH
1228,Social and behavioural sciences,Psychology - 3 years,MH106,554.0,,,,552.0,,555.0,8,Maynooth University,,,,MH
1229,Social and behavioural sciences,Social Science,MH107,390.0,,,,390.0,,440.0,8,Maynooth University,,,,MH
1230,Arts,Media Studies,MH109,324.0,,,,324.0,,393.0,8,Maynooth University,,,,MH
1231,Welfare,Community and Youth Work (Full-Time),MH116,,,,,,,,8,Maynooth University,#,,,MH
1232,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science,MH201,401.0,,400.0,,397.0,,456.0,8,Maynooth University,,,,MH
1233,Biological and related sciences,Biotechnology,MH202,490.0,,489.0,,489.0,,509.0,8,Maynooth University,,,,MH
1234,Biological and related sciences,Biological and Geographical Sciences,MH203,451.0,,,,451.0,,477.0,8,Maynooth University,,,,MH
1235,Physical sciences,Physics with Astrophysics,MH204,422.0,,,,422.0,,499.0,8,Maynooth University,,,,MH
1236,Mathematics and statistics,Theoretical Physics and Mathematics,MH206,521.0,,,,521.0,,578.0,8,Maynooth University,,,,MH
1237,Information and Communication Technologies (ICTs),Data Science,MH207,444.0,,,,444.0,,510.0,8,Maynooth University,,,,MH
1238,Biological and related sciences,Biological and Biomedical Sciences,MH208,543.0,,,,533.0,,554.0,8,Maynooth University,,,,MH
1239,Social and behavioural sciences,Psychology (through Science) - 4 years,MH209,529.0,,,,517.0,,531.0,8,Maynooth University,,,,MH
1240,Physical sciences,Pharmaceutical and Biomedical Chemistry,MH210,510.0,,,,510.0,,532.0,8,Maynooth University,,,,MH
1241,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science|Maths and Computer Science|Mathematics (with Education),MH212,452.0,,443.0,,434.0,,498.0,8,Maynooth University,,,,MH
1242,Engineering and engineering trades,Engineering (Computer/Electronic/Communications),MH304,351.0,,351.0,,351.0,,454.0,8,Maynooth University,,avp,,MH
1243,Engineering and engineering trades,Product Design,MH305,326.0,,,,326.0,,397.0,8,Maynooth University,,,,MH
1244,Engineering and engineering trades,Robotics and Intelligent Devices,MH306,362.0,,,,362.0,,445.0,8,Maynooth University,,,,MH
1245,Business and administration,Finance (options),MH401,370.0,,,,370.0,,418.0,8,Maynooth University,,,,MH
1246,Business and administration,Quantitative Finance,MH402,476.0,,,,476.0,,521.0,8,Maynooth University,,,,MH
1247,Business and administration,Accounting and Finance,MH403,424.0,,,,424.0,,473.0,8,Maynooth University,,,,MH
1248,Business and administration,Business (options),MH404,441.0,,,,441.0,,473.0,8,Maynooth University,,,,MH
1249,Business and administration,Business and Accounting,MH407,423.0,,,,423.0,,473.0,8,Maynooth University,,,,MH
1250,Business and administration,Entrepreneurship,MH411,378.0,,,,378.0,,409.0,8,Maynooth University,,,,MH
1251,Law,LLB Law - four year Single Major Law programme,MH501,507.0,,,,507.0,,531.0,8,Maynooth University,,,,MH
1252,Law,Law (options),MH502,465.0,,,,465.0,,498.0,8,Maynooth University,,,,MH
1253,Information and Communication Technologies (ICTs),Computer Science through Arts (options),MH601,381.0,,,,381.0,,423.0,8,Maynooth University,,,,MH
1254,Information and Communication Technologies (ICTs),Computer Science through Science (options),MH602,400.0,,,,400.0,,444.0,8,Maynooth University,,,,MH
1255,Information and Communication Technologies (ICTs),Computational Thinking,MH603,520.0,,,,520.0,,579.0,8,Maynooth University,,,,MH
1256,Education,Early Childhood - Teaching and Learning (part-time),MH801,,,,,,,319.0,8,Maynooth University,,avp,,MH
1257,Welfare,"Community and Youth Work (part-time, in service)",MH802,,,,,,,,8,Maynooth University,#,avp,,MH
1258,Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH803,,,,,,,,8,Maynooth University,,avp,,MH
1259,Education,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS001,542.0,,533.0,,532.0,,555.0,8,St. Angela`s College,,,,AS
1260,Education,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS002,464.0,,452.0,*,441.0,*,476.0,8,St. Angela`s College,,,,AS
1261,Education,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS003,463.0,*,457.0,,440.0,*,487.0,8,St. Angela`s College,,,,AS
1262,Business and administration,"Nutrition, Food and Business Management",AS051,378.0,,347.0,,291.0,,418.0,8,St. Angela`s College,,,,AS
1263,Biological and related sciences,Home Economics,AS054,440.0,*,419.0,*,368.0,,430.0,8,St. Angela`s College,,,,AS
1264,Health,General Nursing,AS110,440.0,*,432.0,,422.0,*,445.0,8,St. Angela`s College,,,,AS
1265,Health,Intellectual Disability Nursing,AS130,387.0,,358.0,,348.0,*,387.0,8,St. Angela`s College,,,,AS
1266,Business and administration,Business,SG101,167.0,,120.0,,120.0,,338.0,6,"Institute of Technology, Sligo",,avp,,SG
1267,Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),SG102,254.0,,,,254.0,,254.0,6,"Institute of Technology, Sligo",,,,SG
1268,Information and Communication Technologies (ICTs),Computing - Games Development,SG131,271.0,,,,271.0,,371.0,7,"Institute of Technology, Sligo",,,,SG
1269,Personal services,Applied Sport with Business,SG134,200.0,,,,200.0,,371.0,7,"Institute of Technology, Sligo",,,,SG
1270,Personal services,Business in Tourism with Event Management,SG135,194.0,,,,,,328.0,7,"Institute of Technology, Sligo",,avp,,SG
1271,Information and Communication Technologies (ICTs),Computing - Software Development,SG136,279.0,,,,279.0,,416.0,7,"Institute of Technology, Sligo",,,,SG
1272,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,SG137,262.0,,,,262.0,,379.0,7,"Institute of Technology, Sligo",,,,SG
1273,Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),SG138,299.0,,,,299.0,,425.0,7,"Institute of Technology, Sligo",,,,SG
1274,Business and administration,Business in Marketing,SG139,269.0,,,,269.0,,432.0,7,"Institute of Technology, Sligo",,,,SG
1275,Business and administration,Business,SG141,262.0,,,,262.0,,346.0,8,"Institute of Technology, Sligo",,,,SG
1276,Business and administration,Business and ICT,SG145,279.0,,,,279.0,,411.0,8,"Institute of Technology, Sligo",,,,SG
1277,Business and administration,Accounting,SG146,304.0,,,,304.0,,403.0,8,"Institute of Technology, Sligo",,,,SG
1278,Personal services,Sport with Business,SG147,288.0,,,,288.0,,340.0,8,"Institute of Technology, Sligo",,,,SG
1279,Personal services,Tourism with Event Management,SG148,298.0,,,,298.0,,328.0,8,"Institute of Technology, Sligo",,,,SG
1280,Business and administration,Business in Marketing,SG150,298.0,,,,298.0,,360.0,8,"Institute of Technology, Sligo",,,,SG
1281,Arts,Fine Art,SG231,375.0,,375.0,,375.0,,599.0,7,"Institute of Technology, Sligo",#,avp,,SG
1282,Arts,Creative Design,SG232,270.0,,,,,,301.0,7,"Institute of Technology, Sligo",,avp,,SG
1283,Arts,Performing Arts (Theatre Design),SG235,205.0,,,,205.0,,341.0,7,"Institute of Technology, Sligo",,,,SG
1284,Arts,Performing Arts (Acting),SG236,204.0,,,,204.0,,390.0,7,"Institute of Technology, Sligo",,,,SG
1285,Arts,Performing Arts,SG241,341.0,,,,341.0,,393.0,8,"Institute of Technology, Sligo",,,,SG
1286,Welfare,Early Childhood Care and Education,SG242,287.0,,,,287.0,,368.0,8,"Institute of Technology, Sligo",,,,SG
1287,Welfare,Social Care Practice,SG243,309.0,,,,309.0,,357.0,8,"Institute of Technology, Sligo",,,,SG
1288,Arts,Fine Art,SG244,501.0,,,,501.0,,643.0,8,"Institute of Technology, Sligo",#,,,SG
1289,Arts,Creative Design,SG245,332.0,,,,332.0,,357.0,8,"Institute of Technology, Sligo",,,,SG
1290,Information and Communication Technologies (ICTs),Computing,SG246,316.0,,,,316.0,,402.0,8,"Institute of Technology, Sligo",,,,SG
1291,Social and behavioural sciences,English and Psychology,SG247,319.0,,,,319.0,,357.0,8,"Institute of Technology, Sligo",,,,SG
1292,Social and behavioural sciences,Sociology and Politics,SG248,298.0,,,,298.0,,328.0,8,"Institute of Technology, Sligo",,,,SG
1293,Languages,Writing and Literature,SG249,308.0,,,,308.0,,409.0,8,"Institute of Technology, Sligo",,,,SG
1294,Information and Communication Technologies (ICTs),Software Development,SG252,310.0,,,,310.0,,413.0,8,"Institute of Technology, Sligo",,,,SG
1295,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,SG253,336.0,,,,336.0,,374.0,8,"Institute of Technology, Sligo",,,,SG
1296,Languages,Writing and Literature Online,SG254,327.0,,,,327.0,,393.0,8,"Institute of Technology, Sligo",,,,SG
1297,Law,Law and Business,SG255,291.0,,,,291.0,,398.0,8,"Institute of Technology, Sligo",,,,SG
1298,Engineering and engineering trades,Engineering (General Entry),SG300,202.0,,163.0,,163.0,,327.0,6,"Institute of Technology, Sligo",,avp,,SG
1299,Architecture and construction,Construction Economics,SG302,174.0,,,,174.0,,380.0,6,"Institute of Technology, Sligo",,avp,,SG
1300,Architecture and construction,Applied Construction Technology,SG308,199.0,,130.0,,128.0,,252.0,6,"Institute of Technology, Sligo",,avp,,SG
1301,Engineering and engineering trades,Engineering (General Entry),SG330,262.0,,,,262.0,,416.0,7,"Institute of Technology, Sligo",,,,SG
1302,Architecture and construction,Interior Architecture and Design,SG331,222.0,,,,222.0,,398.0,7,"Institute of Technology, Sligo",,,,SG
1303,Architecture and construction,Advanced Wood and Sustainable Building Technology,SG332,217.0,,,,217.0,,357.0,7,"Institute of Technology, Sligo",,,,SG
1304,Engineering and engineering trades,Mechanical Engineering,SG333,225.0,,,,225.0,,352.0,7,"Institute of Technology, Sligo",,,,SG
1305,Engineering and engineering trades,Mechatronic Engineering,SG334,290.0,,,,290.0,,380.0,7,"Institute of Technology, Sligo",,,,SG
1306,Engineering and engineering trades,"Engineering in Mechatronic Systems (Interview, Work Based)",SG335,,,,,,,0.0,7,"Institute of Technology, Sligo",#,avp,,SG
1307,Engineering and engineering trades,Precision Engineering and Design,SG336,341.0,,,,341.0,,445.0,7,"Institute of Technology, Sligo",,,,SG
1308,Architecture and construction,Civil Engineering,SG338,226.0,,,,226.0,,374.0,7,"Institute of Technology, Sligo",,,,SG
1309,Architecture and construction,Quantity Surveying,SG339,216.0,,,,216.0,,385.0,7,"Institute of Technology, Sligo",,,,SG
1310,Engineering and engineering trades,General Engineering,SG341,373.0,,,,373.0,,467.0,8,"Institute of Technology, Sligo",,,,SG
1311,Architecture and construction,Civil Engineering,SG342,418.0,,,,418.0,,498.0,8,"Institute of Technology, Sligo",,,,SG
1312,Architecture and construction,Quantity Surveying,SG343,300.0,,,,300.0,,385.0,8,"Institute of Technology, Sligo",,,,SG
1313,Engineering and engineering trades,Mechanical Engineering,SG344,412.0,,,,412.0,,509.0,8,"Institute of Technology, Sligo",,,,SG
1314,Architecture and construction,Construction Project Management and Applied Technology,SG346,313.0,,,,313.0,,362.0,8,"Institute of Technology, Sligo",,,,SG
1315,Architecture and construction,Architecture,SG347,403.0,,,,403.0,,462.0,8,"Institute of Technology, Sligo",,,,SG
1316,Architecture and construction,Interior Architecture and Design,SG348,359.0,,,,359.0,,410.0,8,"Institute of Technology, Sligo",,,,SG
1317,Engineering and engineering trades,Electronics and Self Driving Technologies,SG349,,,,,,,0.0,8,"Institute of Technology, Sligo",,,,SG
1318,Engineering and engineering trades,Robotics and Automation,SG350,384.0,,,,384.0,,478.0,8,"Institute of Technology, Sligo",,,,SG
1319,Biological and related sciences,Science,SG401,282.0,,128.0,,128.0,,403.0,6,"Institute of Technology, Sligo",,avp,,SG
1320,Environment,Environmental Science with Ecology (Level 6),SG404,388.0,,,,388.0,,408.0,6,"Institute of Technology, Sligo",,,,SG
