,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
595,Business and administration,Accounting and Finance (campus options),TU933,251.0,,,,251.0,,346.0,8,Technological University Dublin,,,,TU
596,Personal services,Sports Management and Coaching,TU935,300.0,,,,300.0,,368.0,8,Technological University Dublin,,,,TU
597,Biological and related sciences,Sports Science and Health,TU936,484.0,,,,484.0,,498.0,8,Technological University Dublin,,,,TU
598,Personal services,Botanical Cuisine,TU941,311.0,,,,311.0,,380.0,8,Technological University Dublin,,,,TU
599,Personal services,Culinary Arts,TU942,252.0,,,,252.0,,348.0,8,Technological University Dublin,,,,TU
600,Personal services,Culinary Entrepreneurship,TU943,261.0,,,,261.0,,387.0,8,Technological University Dublin,,,,TU
601,Personal services,Culinary Science,TU944,336.0,,,,336.0,,393.0,8,Technological University Dublin,,,,TU
602,Personal services,International Hospitality and Tourism Management,TU951,244.0,,,,244.0,,316.0,8,Technological University Dublin,,,,TU
603,Personal services,International Hospitality Management,TU952,309.0,,,,309.0,,398.0,8,Technological University Dublin,,,,TU
604,Personal services,Tourism and Digital Marketing,TU953,308.0,,,,308.0,,366.0,8,Technological University Dublin,,,,TU
605,Personal services,Event Management,TU954,326.0,,,,326.0,,402.0,8,Technological University Dublin,,,,TU
606,Personal services,Sports and Leisure Management,TU955,275.0,,,,275.0,,349.0,8,Technological University Dublin,,,,TU
607,Arts,Commercial Modern Music (BIMM - assessment/audition),TU961,536.0,,536.0,,536.0,,881.0,8,Technological University Dublin,#,avp,,TU
608,Arts,"Drama (Performance, audition)",TU962,448.0,,,,448.0,,551.0,8,Technological University Dublin,#,,,TU
609,Arts,Music (audition),TU963,364.0,,,,364.0,,561.0,8,Technological University Dublin,#,avp,,TU
610,Business and administration,International Business and Languages,TU965,357.0,,,,357.0,,442.0,8,Technological University Dublin,,,,TU
611,Arts,Languages and International Tourism,TU967,298.0,,,,298.0,,390.0,8,Technological University Dublin,,,,TU
612,Arts,Design - Visual Communication (portfolio),TU973,700.0,,,,700.0,,953.0,8,Technological University Dublin,#,,,TU
613,Arts,Fine Art (portfolio),TU974,549.0,,,,549.0,,704.0,8,Technological University Dublin,#,,,TU
614,Arts,Interior Design (portfolio),TU975,544.0,,,,544.0,,919.0,8,Technological University Dublin,#,,,TU
615,Arts,Photography (portfolio),TU976,700.0,,,,700.0,,952.0,8,Technological University Dublin,#,,,TU
616,Arts,Creative Industries and Visual Culture,TU978,299.0,,,,299.0,,440.0,8,Technological University Dublin,,,,TU
617,Arts,Creative Digital Media,TU981,280.0,,,,280.0,,347.0,8,Technological University Dublin,,,,TU
618,Arts,Media Production and Digital Arts,TU982,369.0,,,,369.0,,412.0,8,Technological University Dublin,,,,TU
619,Arts,Film and Broadcasting,TU983,462.0,,453.0,,453.0,,496.0,8,Technological University Dublin,,,,TU
620,Information and Communication Technologies (ICTs),Game Design,TU984,414.0,,,,414.0,,455.0,8,Technological University Dublin,,,,TU
621,Journalism and information,Journalism,TU985,367.0,,,,367.0,,409.0,8,Technological University Dublin,,,,TU
622,Education,Early Childhood Care and Education (campus options),TU989,270.0,,,,270.0,,337.0,8,Technological University Dublin,,,,TU
623,Welfare,Applied Social Studies in Social Care,TU991,326.0,,,,326.0,,356.0,8,Technological University Dublin,,,,TU
624,Social and behavioural sciences,Community Development and Youth Work,TU992,251.0,,,,251.0,,311.0,8,Technological University Dublin,,,,TU
625,Education,Early Childhood Education,TU995,378.0,,,,378.0,,412.0,8,Technological University Dublin,,,,TU
626,Social and behavioural sciences,Social Care,TU996,407.0,,,,407.0,,440.0,8,Technological University Dublin,,,,TU
627,Welfare,Applied Social Care,TU997,320.0,,,,320.0,,368.0,8,Technological University Dublin,,,,TU
628,Arts,Music,TR002,508.0,,477.0,*,477.0,*,513.0,8,Trinity College Dublin,#,,,TR
629,Humanities (except languages),History,TR003,552.0,,543.0,*,531.0,,558.0,8,Trinity College Dublin,,,,TR
630,Law,Law,TR004,590.0,*,589.0,,589.0,,601.0,8,Trinity College Dublin,,,,TR
631,Humanities (except languages),Philosophy,TR005,510.0,,497.0,,456.0,,510.0,8,Trinity College Dublin,,,,TR
632,Social and behavioural sciences,Psychology,TR006,601.0,*,590.0,,578.0,*,602.0,8,Trinity College Dublin,,,,TR
633,Health,Clinical Speech and Language Studies,TR007,564.0,*,,,555.0,*,577.0,8,Trinity College Dublin,,,,TR
634,Education,Music Education,TR009,496.0,,486.0,,486.0,,530.0,8,Trinity College Dublin,#,,,TR
635,Social and behavioural sciences,"Philosophy, Political Science, Economics and Sociology",TR015,613.0,*,613.0,*,613.0,*,625.0,8,Trinity College Dublin,,,,TR
636,Languages,Deaf Studies,TR016,389.0,,,,389.0,,440.0,8,Trinity College Dublin,,,,TR
637,Law,Law and French,TR018,602.0,*,602.0,,600.0,*,613.0,8,Trinity College Dublin,,,,TR
638,Law,Law and German,TR019,577.0,,567.0,,567.0,,588.0,8,Trinity College Dublin,,,,TR
639,Humanities (except languages),"Classics, Ancient History and Archaeology",TR021,467.0,,462.0,,419.0,,501.0,8,Trinity College Dublin,,,,TR
640,Languages,Early and Modern Irish,TR022,377.0,,,,377.0,,473.0,8,Trinity College Dublin,,,,TR
641,Languages,English Studies,TR023,546.0,,541.0,*,533.0,,555.0,8,Trinity College Dublin,,,,TR
642,Humanities (except languages),European Studies,TR024,566.0,,,,566.0,,589.0,8,Trinity College Dublin,,,,TR
643,Arts,Drama and Theatre Studies,TR025,543.0,,519.0,,509.0,,552.0,8,Trinity College Dublin,#,,,TR
644,Humanities (except languages),Ancient and Medieval History and Culture,TR028,498.0,,463.0,,382.0,,474.0,8,Trinity College Dublin,,,,TR
645,Mathematics and statistics,Mathematics,TR031,579.0,,578.0,,577.0,,613.0,8,Trinity College Dublin,,,,TR
646,Engineering and engineering trades,Engineering,TR032,556.0,,555.0,,554.0,*,581.0,8,Trinity College Dublin,,,,TR
647,Information and Communication Technologies (ICTs),Computer Science,TR033,566.0,*,549.0,,543.0,,578.0,8,Trinity College Dublin,,,,TR
648,Business and administration,Management Science and Information Systems Studies,TR034,625.0,*,625.0,*,625.0,*,625.0,8,Trinity College Dublin,,,,TR
649,Physical sciences,Theoretical Physics,TR035,590.0,,589.0,*,589.0,,613.0,8,Trinity College Dublin,,,,TR
650,Engineering and engineering trades,Engineering with Management,TR038,589.0,*,589.0,*,589.0,*,613.0,8,Trinity College Dublin,,,,TR
651,Information and Communication Technologies (ICTs),"Computer Science, Linguistics and a Language",TR039,443.0,,,,443.0,,531.0,8,Trinity College Dublin,,,,TR
652,Languages,Middle Eastern and European Languages and Cultures,TR040,520.0,,499.0,,397.0,,531.0,8,Trinity College Dublin,,,,TR
653,Humanities (except languages),Religion,TR041,417.0,,,,417.0,,476.0,8,Trinity College Dublin,,,,TR
654,Arts,Film,TR042,531.0,,522.0,,518.0,,532.0,8,Trinity College Dublin,,,,TR
655,Humanities (except languages),History of Art and Architecture,TR043,498.0,,486.0,,467.0,,519.0,8,Trinity College Dublin,,,,TR
656,Health,Medicine (HPAT required),TR051,743.0,*,743.0,*,743.0,,751.0,8,Trinity College Dublin,#,,,TR
657,Health,Dental Science,TR052,625.0,*,625.0,*,625.0,*,625.0,8,Trinity College Dublin,,,,TR
658,Health,Physiotherapy,TR053,590.0,*,,,590.0,*,601.0,8,Trinity College Dublin,,,,TR
659,Health,Occupational Therapy,TR054,578.0,*,577.0,*,577.0,*,589.0,8,Trinity College Dublin,,,,TR
660,Health,Radiation Therapy,TR055,577.0,,566.0,,566.0,,577.0,8,Trinity College Dublin,,,,TR
661,Health,Human Health and Disease,TR056,601.0,*,,,601.0,,613.0,8,Trinity College Dublin,,,,TR
662,Biological and related sciences,Biological and Biomedical Sciences,TR060,578.0,*,577.0,*,577.0,,590.0,8,Trinity College Dublin,,,,TR
663,Physical sciences,Chemical Sciences,TR061,558.0,,554.0,*,542.0,,564.0,8,Trinity College Dublin,,,,TR
664,Physical sciences,Geography and Geoscience,TR062,495.0,,,,490.0,,531.0,8,Trinity College Dublin,,,,TR
665,Physical sciences,Physical Sciences,TR063,554.0,,543.0,,521.0,,566.0,8,Trinity College Dublin,,,,TR
666,Environment,Environmental Science and Engineering,TR064,555.0,,,,555.0,,578.0,8,Trinity College Dublin,,,,TR
667,Health,Pharmacy,TR072,613.0,*,613.0,*,613.0,*,625.0,8,Trinity College Dublin,,,,TR
668,Business and administration,Global Business,TR080,613.0,*,,,613.0,*,625.0,8,Trinity College Dublin,,,,TR
669,Social and behavioural sciences,"Business, Economic and Social Studies (BESS)",TR081,577.0,,567.0,*,566.0,*,589.0,8,Trinity College Dublin,,,,TR
670,Welfare,Social Studies (Social Work),TR084,497.0,,487.0,*,484.0,*,508.0,8,Trinity College Dublin,,,,TR
671,Business and administration,Business Studies and French,TR085,564.0,,,,564.0,,577.0,8,Trinity College Dublin,,,,TR
672,Business and administration,Business Studies and German,TR086,530.0,,,,530.0,,533.0,8,Trinity College Dublin,,,,TR
673,Business and administration,Business Studies and Russian,TR087,487.0,,,,487.0,,521.0,8,Trinity College Dublin,,,,TR
674,Business and administration,Business Studies and Polish,TR089,391.0,,,,391.0,,432.0,8,Trinity College Dublin,,,,TR
675,Business and administration,Business Studies and Spanish,TR090,566.0,,,,566.0,,589.0,8,Trinity College Dublin,,,,TR
676,Health,General Nursing (Meath and St James`s),TR091,462.0,,456.0,*,454.0,*,487.0,8,Trinity College Dublin,,,,TR
677,Health,General Nursing (Adelaide School of Nursing),TR093,473.0,,,,473.0,,484.0,8,Trinity College Dublin,#,,,TR
678,Health,Mental Health Nursing,TR095,442.0,,,,432.0,,455.0,8,Trinity College Dublin,,,,TR
679,Health,Intellectual Disability Nursing,TR097,412.0,,410.0,,401.0,,419.0,8,Trinity College Dublin,,,,TR
680,Arts,Ancient History and Archaeology/Geography,TR111,496.0,,,,509.0,,530.0,8,Trinity College Dublin,,,,TR
681,Arts,Ancient History and Archaeology/History,TR112,577.0,,,,577.0,,577.0,8,Trinity College Dublin,,,,TR
682,Arts,Ancient History and Archaeology/History of Art and Architecture,TR113,528.0,,,,528.0,,541.0,8,Trinity College Dublin,,,,TR
683,Arts,Ancient History and Archaeology/Modern Language,TR114,507.0,,,,507.0,,512.0,8,Trinity College Dublin,,,,TR
684,Arts,Ancient History and Archaeology/Religion,TR117,494.0,,,,494.0,,625.0,8,Trinity College Dublin,,,,TR
685,Arts,Classical Civilisation/English Literature,TR166,552.0,,,,552.0,,567.0,8,Trinity College Dublin,,,,TR
686,Arts,Classical Civilisation/History of Art and Architecture,TR173,420.0,,,,420.0,,487.0,8,Trinity College Dublin,,,,TR
687,Arts,Classical Civilisation/Modern Language,TR177,484.0,,,,484.0,,543.0,8,Trinity College Dublin,,,,TR
688,Arts,Classical Civilisation/Philosophy,TR179,508.0,,,,521.0,,522.0,8,Trinity College Dublin,,,,TR
689,Information and Communication Technologies (ICTs),Computer Science/Business Studies,TR188,584.0,,,,584.0,,602.0,8,Trinity College Dublin,,,,TR
690,Arts,Economics/Geography,TR198,968.0,,956.0,,954.0,,,8,Trinity College Dublin,,,,TR
691,Arts,Economics/History,TR202,601.0,,,,601.0,,625.0,8,Trinity College Dublin,,,,TR
692,Arts,Economics/Mathematics,TR207,613.0,*,,,613.0,,625.0,8,Trinity College Dublin,,,,TR
693,Arts,Economics/Modern Language,TR208,589.0,,,,589.0,,611.0,8,Trinity College Dublin,,,,TR
694,Arts,Economics/Philosophy,TR209,588.0,,,,589.0,,611.0,8,Trinity College Dublin,,,,TR
695,Arts,Economics/Sociology,TR212,589.0,,,,589.0,,606.0,8,Trinity College Dublin,,,,TR
696,Social and behavioural sciences,Social Policy/Economics,TR214,611.0,,,,611.0,,611.0,8,Trinity College Dublin,,,,TR
697,Arts,Classical Languages/English Literature,TR228,555.0,,,,555.0,,583.0,8,Trinity College Dublin,,,,TR
698,Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/Linguistics,TR230,501.0,,,,501.0,,501.0,8,Trinity College Dublin,,,,TR
699,Interdisciplinary programmes and qualifications involving arts and humanities,Classical Languages/History of Art and Architecture,TR231,613.0,,,,613.0,,613.0,8,Trinity College Dublin,,,,TR
700,Interdisciplinary programmes and qualifications involving arts and humanities,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",TR233,583.0,,,,583.0,,583.0,8,Trinity College Dublin,,,,TR
701,Arts,Classical Languages/Modern Language,TR239,543.0,,,,543.0,,558.0,8,Trinity College Dublin,,,,TR
702,Information and Communication Technologies (ICTs),Computer Science/Geography,TR240,482.0,,,,482.0,,541.0,8,Trinity College Dublin,,,,TR
703,Information and Communication Technologies (ICTs),Computer Science/Linguistics,TR241,495.0,,,,495.0,,532.0,8,Trinity College Dublin,,,,TR
704,Arts,English Literature/History,TR262,576.0,*,,,576.0,,600.0,8,Trinity College Dublin,,,,TR
705,Arts,English Literature/History of Art and Architecture,TR263,571.0,,,,571.0,,576.0,8,Trinity College Dublin,,,,TR
706,Arts,English Literature/Philosophy,TR269,555.0,,,,555.0,,584.0,8,Trinity College Dublin,,,,TR
707,Arts,English Literature/Sociology,TR272,553.0,,,,553.0,,567.0,8,Trinity College Dublin,,,,TR
708,Arts,English Literature/Drama Studies,TR276,555.0,,,,555.0,,589.0,8,Trinity College Dublin,#,,,TR
709,Arts,English Literature/Modern Language,TR277,554.0,,,,554.0,,586.0,8,Trinity College Dublin,,,,TR
710,Arts,Film/Drama Studies,TR311,578.0,,,,578.0,,578.0,8,Trinity College Dublin,#,,,TR
711,Arts,Film/English Literature,TR312,576.0,,,,576.0,,590.0,8,Trinity College Dublin,,,,TR
712,Arts,Film/Music,TR320,584.0,,,,584.0,,601.0,8,Trinity College Dublin,#,,,TR
713,Arts,Geography/History,TR322,578.0,,,,613.0,,613.0,8,Trinity College Dublin,,,,TR
714,Arts,Drama Studies/Modern Language,TR323,495.0,,,,495.0,,589.0,8,Trinity College Dublin,#,,,TR
715,Arts,Film/Modern Language,TR324,577.0,,,,577.0,,589.0,8,Trinity College Dublin,,,,TR
716,Arts,Film/History,TR325,578.0,,,,613.0,,613.0,8,Trinity College Dublin,,,,TR
717,Arts,Geography/Modern Language,TR326,451.0,,,,451.0,,500.0,8,Trinity College Dublin,,,,TR
718,Social and behavioural sciences,Political Science/Geography,TR328,564.0,*,,,564.0,,590.0,8,Trinity College Dublin,,,,TR
719,Arts,Geography/Sociology,TR332,522.0,*,,,522.0,,554.0,8,Trinity College Dublin,,,,TR
720,Arts,History/History of Art and Architecture,TR443,581.0,,,,581.0,,613.0,8,Trinity College Dublin,,,,TR
721,Arts,History/Modern Language,TR447,576.0,,,,576.0,,576.0,8,Trinity College Dublin,,,,TR
722,Arts,History/Philosophy,TR449,579.0,,,,579.0,,590.0,8,Trinity College Dublin,,,,TR
723,Arts,History/Religion,TR454,,,,,,,,8,Trinity College Dublin,,,,TR
724,Arts,History of Art and Architecture/Modern Language,TR455,451.0,,,,451.0,,512.0,8,Trinity College Dublin,,,,TR
725,Social and behavioural sciences,History/Political Science,TR457,576.0,*,,,576.0,,590.0,8,Trinity College Dublin,,,,TR
726,Arts,History of Art and Architecture/Philosophy,TR479,509.0,,,,519.0,,531.0,8,Trinity College Dublin,,,,TR
727,Social and behavioural sciences,Sociology/History of Art and Architecture,TR482,522.0,,,,522.0,,541.0,8,Trinity College Dublin,,,,TR
728,Arts,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",TR547,543.0,,,,543.0,,543.0,8,Trinity College Dublin,,,,TR
729,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",TR548,544.0,,,,544.0,,544.0,8,Trinity College Dublin,,,,TR
730,Arts,"Middle Eastern,Jewish and Islamic Civilisations/History",TR554,576.0,,,,576.0,,580.0,8,Trinity College Dublin,,,,TR
731,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",TR563,590.0,,,,590.0,,590.0,8,Trinity College Dublin,,,,TR
732,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Music",TR564,,,,,,,,8,Trinity College Dublin,#,,,TR
733,Arts,"Middle Eastern,Jewish and Islamic Civilisations/Religion",TR565,999.0,,949.0,,949.0,,,8,Trinity College Dublin,,,,TR
